tweet_id,text,model_text,label,source_file,normalized_text
unlsf0032,"Pro Saudi ""Salafis"" from Pakistan Lol.

"" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. ""

Markazi Jamiat Ahle Hadith","Pro Saudi ""Salafis"" from Pakistan Lol. "" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. "" Markazi Jamiat Ahle Hadith",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"Pro Saudi ""Salafis"" from Pakistan Lol. "" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. "" Markazi Jamiat Ahle Hadith"
cachih5x3,This is like when ur mum gives you the belt for doing something and then finds out hours later you didnt do it.,This is like when ur mum gives you the belt for doing something and then finds out hours later you didnt do it.,Irrelevant,python/ELI/all_tweets.xlsx,This is like when ur mum gives you the belt for doing something and then finds out hours later you didnt do it.
06db4stto,"""No one can obtain this knowledge...

 Markaz Ar-Raziyayn Melbourne","""No one can obtain this knowledge... Markaz Ar-Raziyayn Melbourne",Salafi taklidi,python/ELI/all_tweets.xlsx,"""No one can obtain this knowledge... Markaz Ar-Raziyayn Melbourne"
kr6dsf558,"""How despicable a trait that one twists the words of his Salafi brother""","""How despicable a trait that one twists the words of his Salafi brother""",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""How despicable a trait that one twists the words of his Salafi brother"""
26xr2ja5b,"""IS-Sahel recently captured the city of Menaka in eastern Mali and is now besieging Russian Afrika Corps and Malian government troops at the former MINUSMA camp.

Its unclear whether IS will grant the Russian and Malian troops safe passage, as the MINUSMA camp is a fortress.","""IS-Sahel recently captured the city of Menaka in eastern Mali and is now besieging Russian Afrika Corps and Malian government troops at the former MINUSMA camp. Its unclear whether IS will grant the Russian and Malian troops safe passage, as the MINUSMA camp is a fortress.",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""IS-Sahel recently captured the city of Menaka in eastern Mali and is now besieging Russian Afrika Corps and Malian government troops at the former MINUSMA camp. Its unclear whether IS will grant the Russian and Malian troops safe passage, as the MINUSMA camp is a fortress."
,"""Remember all those moronic Madkhalis blindly defending their lord MBS? Some claiming the photo is fake, some claiming its a completely different guy, some claiming its AI. The original photo was released in the recent Epstein file dump by the American (in)justice department. 



Keep in mind, this meeting occurred after he was a convicted sex offender. This is who your Taghut MBS spends his time with, and whom your rabbis bootlick and condition Salafiyyah with. Look at that beaming smile! A picture of close friends. 

May Allah continue to expose these Tawagheet."",","""Remember all those moronic Madkhalis blindly defending their lord MBS? Some claiming the photo is fake, some claiming its a completely different guy, some claiming its AI. The original photo was released in the recent Epstein file dump by the American (in)justice department. Keep in mind, this meeting occurred after he was a convicted sex offender. This is who your Taghut MBS spends his time with, and whom your rabbis bootlick and condition Salafiyyah with. Look at that beaming smile! A picture of close friends. May Allah continue to expose these Tawagheet."",",Salafi jihadi,python/ELI/all_tweets.xlsx,"""Remember all those moronic Madkhalis blindly defending their lord MBS? Some claiming the photo is fake, some claiming its a completely different guy, some claiming its AI. The original photo was released in the recent Epstein file dump by the American (in)justice department. Keep in mind, this meeting occurred after he was a convicted sex offender. This is who your Taghut MBS spends his time with, and whom your rabbis bootlick and condition Salafiyyah with. Look at that beaming smile! A picture of close friends. May Allah continue to expose these Tawagheet."","
7w6kc0imx,"""Tawhd class resumes this Saturday, 1st of November after Isha (7 PM)","""Tawhd class resumes this Saturday, 1st of November after Isha (7 PM)",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Tawhd class resumes this Saturday, 1st of November after Isha (7 PM)"
1i30cmyw0,"Muhammad ibn Nasr al-Marwaz : 

All the Ulama are in agreement to do Raf al-Yadayn except kufa (Ahnaf).",Muhammad ibn Nasr al-Marwaz : All the Ulama are in agreement to do Raf al-Yadayn except kufa (Ahnaf).,Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,Muhammad ibn Nasr al-Marwaz : All the Ulama are in agreement to do Raf al-Yadayn except kufa (Ahnaf).
dmniq9tnv,"""A heartfelt encouragement from Shaikh Abu Idrees Muhammad Khan @AbuIdrees to aid the Masjid Imam Ibn Taymiyyah Project in Islamabad, Pakistan , and the rest of the Dawah efforts.

Watch this video, share and donate at:

 
or","""A heartfelt encouragement from Shaikh Abu Idrees Muhammad Khan @USER to aid the Masjid Imam Ibn Taymiyyah Project in Islamabad, Pakistan , and the rest of the Dawah efforts. Watch this video, share and donate at: or",Salafi taklidi,python/ELI/all_tweets.xlsx,"""A heartfelt encouragement from Shaikh Abu Idrees Muhammad Khan @AbuIdrees to aid the Masjid Imam Ibn Taymiyyah Project in Islamabad, Pakistan , and the rest of the Dawah efforts. Watch this video, share and donate at: or"
njahadaqg,"""I was re-reading ""My Life With The Taliban"" and couldn't help but think of how well his words aged.

Abdul Salam Zaeef
Kabul, June 2009","""I was re-reading ""My Life With The Taliban"" and couldn't help but think of how well his words aged. Abdul Salam Zaeef Kabul, June 2009",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""I was re-reading ""My Life With The Taliban"" and couldn't help but think of how well his words aged. Abdul Salam Zaeef Kabul, June 2009"
sc9o4f1nr,"""#FreeAafiaNow #BringAafiaHome
The US war on Muslim women.
The Story of Aafia Siddiqui . A Mother, A Sister, A Prisoner. The most oppressed woman in the world.

She was kidnapped. Sold. Raped. Her children were torn from her arms and sold alongside her, and what followed is one of the most harrowing stories of injustice in modern history.
Aafia Siddiqui, a Pakistani neuroscientist and mother of three, was abducted along with her young children. The Pakistani government sold her and her babies to the CIA for $55,000, a transaction that treated a mother and her children as commodities.

What was done to those children defies imagination.

Her infant son, Sulaiman, was just six months old when a CIA agent killed him, slamming his head to the ground in front of his six-year-old brother, Ahmed. Ahmed was then taken to Afghanistan, tortured, and imprisoned for five years.

Her daughter, Maryam, was only three years old. She was forcibly placed with a Christian family who changed her name and kept her for seven years.

As for Aafia herself, she was tortured, raped, and is currently serving an 86-year sentence in a US federal prison. Never once charged with terrorism. Never convicted of a violent crime.

This is United States terrorism on Muslim women. A mother, a daughter, a sister, targeted, brutalised, and discarded. Her only crime was her faith and her identity.

And what is perhaps most shocking is the silence.

The silence of human rights organizations. The silence of NGOs. The silence of the international community, the very institutions that exist to speak for the voiceless, that march and campaign and raise millions in the name of justice. Where are they for Aafia? Where are they for her children?

Their silence is not neutrality. Their silence is complicity.

This is what was done to our sister. May she never be forgotten.""","""#FreeAafiaNow #BringAafiaHome The US war on Muslim women. The Story of Aafia Siddiqui . A Mother, A Sister, A Prisoner. The most oppressed woman in the world. She was kidnapped. Sold. Raped. Her children were torn from her arms and sold alongside her, and what followed is one of the most harrowing stories of injustice in modern history. Aafia Siddiqui, a Pakistani neuroscientist and mother of three, was abducted along with her young children. The Pakistani government sold her and her babies to the CIA for $55,000, a transaction that treated a mother and her children as commodities. What was done to those children defies imagination. Her infant son, Sulaiman, was just six months old when a CIA agent killed him, slamming his head to the ground in front of his six-year-old brother, Ahmed. Ahmed was then taken to Afghanistan, tortured, and imprisoned for five years. Her daughter, Maryam, was only three years old. She was forcibly placed with a Christian family who changed her name and kept her for seven years. As for Aafia herself, she was tortured, raped, and is currently serving an 86-year sentence in a US federal prison. Never once charged with terrorism. Never convicted of a violent crime. This is United States terrorism on Muslim women. A mother, a daughter, a sister, targeted, brutalised, and discarded. Her only crime was her faith and her identity. And what is perhaps most shocking is the silence. The silence of human rights organizations. The silence of NGOs. The silence of the international community, the very institutions that exist to speak for the voiceless, that march and campaign and raise millions in the name of justice. Where are they for Aafia? Where are they for her children? Their silence is not neutrality. Their silence is complicity. This is what was done to our sister. May she never be forgotten.""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""#FreeAafiaNow #BringAafiaHome The US war on Muslim women. The Story of Aafia Siddiqui . A Mother, A Sister, A Prisoner. The most oppressed woman in the world. She was kidnapped. Sold. Raped. Her children were torn from her arms and sold alongside her, and what followed is one of the most harrowing stories of injustice in modern history. Aafia Siddiqui, a Pakistani neuroscientist and mother of three, was abducted along with her young children. The Pakistani government sold her and her babies to the CIA for $55,000, a transaction that treated a mother and her children as commodities. What was done to those children defies imagination. Her infant son, Sulaiman, was just six months old when a CIA agent killed him, slamming his head to the ground in front of his six-year-old brother, Ahmed. Ahmed was then taken to Afghanistan, tortured, and imprisoned for five years. Her daughter, Maryam, was only three years old. She was forcibly placed with a Christian family who changed her name and kept her for seven years. As for Aafia herself, she was tortured, raped, and is currently serving an 86-year sentence in a US federal prison. Never once charged with terrorism. Never convicted of a violent crime. This is United States terrorism on Muslim women. A mother, a daughter, a sister, targeted, brutalised, and discarded. Her only crime was her faith and her identity. And what is perhaps most shocking is the silence. The silence of human rights organizations. The silence of NGOs. The silence of the international community, the very institutions that exist to speak for the voiceless, that march and campaign and raise millions in the name of justice. Where are they for Aafia? Where are they for her children? Their silence is not neutrality. Their silence is complicity. This is what was done to our sister. May she never be forgotten."""
uxk4dpl3e,"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: 

O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?...

 The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( ),","""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?... The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( ),",Irrelevant,python/ELI/all_tweets.xlsx,"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?... The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( ),"
atvq3vh33,"""Where is the escape now?""","""Where is the escape now?""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Where is the escape now?"""
ze0z9e1zf,"""Can IDF degrade the clip more so that I can see absolutely nothing?"",","""Can IDF degrade the clip more so that I can see absolutely nothing?"",",Irrelevant,python/ELI/all_tweets.xlsx,"""Can IDF degrade the clip more so that I can see absolutely nothing?"","
z12aa2rck,"""Shawkani

""Then this ugly methodology &amp; Kufri governance was followed by Tamerlane, for he did not act in the management of his kingdom except by the Book of Yasiq""","""Shawkani ""Then this ugly methodology &amp; Kufri governance was followed by Tamerlane, for he did not act in the management of his kingdom except by the Book of Yasiq""",Salafi taklidi,python/ELI/all_tweets.xlsx,"""Shawkani ""Then this ugly methodology &amp; Kufri governance was followed by Tamerlane, for he did not act in the management of his kingdom except by the Book of Yasiq"""
847b4d3rs," 29th Night of Ramadan - could be Laylatul Qadr (better than 1000 months).

Join us for #Quran completion tonight. Inshaa'Allaah

#But we need your #support to keep the masjid running.

 Donate generously: 

May Allah accept &amp; bless you. Ameen.",29th Night of Ramadan - could be Laylatul Qadr (better than 1000 months). Join us for #Quran completion tonight. Inshaa'Allaah #But we need your #support to keep the masjid running. Donate generously: May Allah accept &amp; bless you. Ameen.,Irrelevant,python/ELI/all_tweets.xlsx,29th Night of Ramadan - could be Laylatul Qadr (better than 1000 months). Join us for #Quran completion tonight. Inshaa'Allaah #But we need your #support to keep the masjid running. Donate generously: May Allah accept &amp; bless you. Ameen.
pm5gvfowx,"Ppl just say things 

Its of the mufradaat of the hanabilah. 

Unless your  proper Hanbali dont go round saying this",Ppl just say things Its of the mufradaat of the hanabilah. Unless your proper Hanbali dont go round saying this,Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,Ppl just say things Its of the mufradaat of the hanabilah. Unless your proper Hanbali dont go round saying this
xr18wy18k,"""Shaykh Muqbil

- Am*rica imposed how Muslim countries interact with Isr*el

- Govts speak &amp; against Isr*el &amp; cry for the Palestinians but this is all lies 

- Govts have nothing to do with struggle in the path of Allah

- Govts will not liberate Palestine, Muslims will

Khaariji?","""Shaykh Muqbil - Am*rica imposed how Muslim countries interact with Isr*el - Govts speak &amp; against Isr*el &amp; cry for the Palestinians but this is all lies - Govts have nothing to do with struggle in the path of Allah - Govts will not liberate Palestine, Muslims will Khaariji?",Salafi taklidi,python/ELI/all_tweets.xlsx,"""Shaykh Muqbil - Am*rica imposed how Muslim countries interact with Isr*el - Govts speak &amp; against Isr*el &amp; cry for the Palestinians but this is all lies - Govts have nothing to do with struggle in the path of Allah - Govts will not liberate Palestine, Muslims will Khaariji?"
1b97iv2xo,"""Is This Your Thanks to Allah?,","""Is This Your Thanks to Allah?,",Irrelevant,python/ELI/all_tweets.xlsx,"""Is This Your Thanks to Allah?,"
,"Saudi Army of Kufr Shaykh Turki al-Binali Rahimahullah,","Saudi Army of Kufr Shaykh Turki al-Binali Rahimahullah,",Salafi jihadi,python/ELI/all_tweets.xlsx,"Saudi Army of Kufr Shaykh Turki al-Binali Rahimahullah,"
igmfeldiz,May Allah hasten the release of the Muslims who are imprisoned by kuffar and tawaghit Ameen,May Allah hasten the release of the Muslims who are imprisoned by kuffar and tawaghit Ameen,Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,May Allah hasten the release of the Muslims who are imprisoned by kuffar and tawaghit Ameen
csklobmrg,"The people of sunnah will always be attacked.

Abdul Aziz Al Rayyis attacks his eminence the Allamah and member of council of Senior Schoalrs Shaykh Yusuf Al Ghafis

Al Rayyis is in no position to comment on the scholars of our times, its high time we called this extremism out","The people of sunnah will always be attacked. Abdul Aziz Al Rayyis attacks his eminence the Allamah and member of council of Senior Schoalrs Shaykh Yusuf Al Ghafis Al Rayyis is in no position to comment on the scholars of our times, its high time we called this extremism out",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"The people of sunnah will always be attacked. Abdul Aziz Al Rayyis attacks his eminence the Allamah and member of council of Senior Schoalrs Shaykh Yusuf Al Ghafis Al Rayyis is in no position to comment on the scholars of our times, its high time we called this extremism out"
m7audm5dh,"""al-Tahawi attributes the possibility of taqiyya before al-Kawthari does btw.""","""al-Tahawi attributes the possibility of taqiyya before al-Kawthari does btw.""",Irrelevant,python/ELI/all_tweets.xlsx,"""al-Tahawi attributes the possibility of taqiyya before al-Kawthari does btw."""
g5r1h98zf,"""Modern Day Culture | FollowingtheSunnah

Modern Day Culture

Translated
by
Abbas Abu Yahya



Shaykh Muhammad Nasir uddeen Al-Albaani said:

'No one should be deceived by modern day culture, since indeed it does not guide...""","""Modern Day Culture | FollowingtheSunnah Modern Day Culture Translated by Abbas Abu Yahya Shaykh Muhammad Nasir uddeen Al-Albaani said: 'No one should be deceived by modern day culture, since indeed it does not guide...""",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Modern Day Culture | FollowingtheSunnah Modern Day Culture Translated by Abbas Abu Yahya Shaykh Muhammad Nasir uddeen Al-Albaani said: 'No one should be deceived by modern day culture, since indeed it does not guide..."""
d1hsphwu2,"""#BREAKING 
ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka.  
Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members.   
This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency.""","""#BREAKING ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka. Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members. This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency.""",Irrelevant,python/ELI/all_tweets.xlsx,"""#BREAKING ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka. Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members. This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency."""
551pxr1yc,"""Jonathan Hall KC, the UKs Independent Reviewer of Terrorism Legislation, stated in a speech that the ""demonisation of Israelis"" should be treated as a hate crime under existing laws.

Speaking at an event hosted by the think tank Policy Exchange, Hall argued that current legal frameworks are not being adequately enforced to protect Israeli citizens or those targeted based on their nationality.

Hall KC has a family connection to UK Lawyers for Israel (UKLFI) through his father-in-law, Lord Dyson.

Lord Dyson (John Dyson), a former Supreme Court judge and Master of the Rolls, is a patron of UKLFI.

These links were highlighted by critics and independent journalists in August 2025, leading to accusations of a potential conflict of interest given his role in reviewing terrorism laws that affect pro-Palestinian groups like Palestine Action."",85.0","""Jonathan Hall KC, the UKs Independent Reviewer of Terrorism Legislation, stated in a speech that the ""demonisation of Israelis"" should be treated as a hate crime under existing laws. Speaking at an event hosted by the think tank Policy Exchange, Hall argued that current legal frameworks are not being adequately enforced to protect Israeli citizens or those targeted based on their nationality. Hall KC has a family connection to UK Lawyers for Israel (UKLFI) through his father-in-law, Lord Dyson. Lord Dyson (John Dyson), a former Supreme Court judge and Master of the Rolls, is a patron of UKLFI. These links were highlighted by critics and independent journalists in August 2025, leading to accusations of a potential conflict of interest given his role in reviewing terrorism laws that affect pro-Palestinian groups like Palestine Action."",85.0",Irrelevant,python/ELI/all_tweets.xlsx,"""Jonathan Hall KC, the UKs Independent Reviewer of Terrorism Legislation, stated in a speech that the ""demonisation of Israelis"" should be treated as a hate crime under existing laws. Speaking at an event hosted by the think tank Policy Exchange, Hall argued that current legal frameworks are not being adequately enforced to protect Israeli citizens or those targeted based on their nationality. Hall KC has a family connection to UK Lawyers for Israel (UKLFI) through his father-in-law, Lord Dyson. Lord Dyson (John Dyson), a former Supreme Court judge and Master of the Rolls, is a patron of UKLFI. These links were highlighted by critics and independent journalists in August 2025, leading to accusations of a potential conflict of interest given his role in reviewing terrorism laws that affect pro-Palestinian groups like Palestine Action."",85.0"
b36qo39hi,"""Rasulullah  led all of the Prophets   in Salah in Masjid al-Aqsa during the night journey.

#HandsOffAlAqsa","""Rasulullah led all of the Prophets in Salah in Masjid al-Aqsa during the night journey. #HandsOffAlAqsa",Irrelevant,python/ELI/all_tweets.xlsx,"""Rasulullah led all of the Prophets in Salah in Masjid al-Aqsa during the night journey. #HandsOffAlAqsa"
kfdz50d9g,"""LIVE LECTURE This Saturday: 

Some of the beautiful names of Allah by Imam as-Si'di - Part 1

Shaykh Abdulilah Lahmami   

This Saturday (21st December) at 6pm 

All Welcome","""LIVE LECTURE This Saturday: Some of the beautiful names of Allah by Imam as-Si'di - Part 1 Shaykh Abdulilah Lahmami This Saturday (21st December) at 6pm All Welcome",Salafi taklidi,python/ELI/all_tweets.xlsx,"""LIVE LECTURE This Saturday: Some of the beautiful names of Allah by Imam as-Si'di - Part 1 Shaykh Abdulilah Lahmami This Saturday (21st December) at 6pm All Welcome"
dlnajivoz,Just saw a woman who ran a salafi dawah page left islam,Just saw a woman who ran a salafi dawah page left islam,Irrelevant,python/ELI/all_tweets.xlsx,Just saw a woman who ran a salafi dawah page left islam
gm6em443h,"""""A man who cannot find water or Turab and prayer has come In what does he do?""
""
--------------

Very interesting. According to the Hanbilah the obligation of the prayer is not lifted due to the absence of water and turb/anything which can be used for Tayammmum, but the prayer should be done in its shortest possible form (i.e only the arkn and wjibt)","""""A man who cannot find water or Turab and prayer has come In what does he do?"" "" -------------- Very interesting. According to the Hanbilah the obligation of the prayer is not lifted due to the absence of water and turb/anything which can be used for Tayammmum, but the prayer should be done in its shortest possible form (i.e only the arkn and wjibt)",Irrelevant,python/ELI/all_tweets.xlsx,"""""A man who cannot find water or Turab and prayer has come In what does he do?"" "" -------------- Very interesting. According to the Hanbilah the obligation of the prayer is not lifted due to the absence of water and turb/anything which can be used for Tayammmum, but the prayer should be done in its shortest possible form (i.e only the arkn and wjibt)"
23j122oxk,"""""What war?! We are not afraid.""

An Israeli reporter asks a Palestinian woman in Jerusalem her feelings on the current war with Iran

Translation: translating_palestine - IG,","""""What war?! We are not afraid."" An Israeli reporter asks a Palestinian woman in Jerusalem her feelings on the current war with Iran Translation: translating_palestine - IG,",Irrelevant,python/ELI/all_tweets.xlsx,"""""What war?! We are not afraid."" An Israeli reporter asks a Palestinian woman in Jerusalem her feelings on the current war with Iran Translation: translating_palestine - IG,"
