tweet_id,label,threshold_prediction,prediction_confidence,jihadi_probability,source_file,text,model_text,prob_Irrelevant,prob_Salafi jihadi,prob_Salafi taklidi
4ggrfnghu,Salafi taklidi,Salafi jihadi,0.4496361514824548,0.4496361514824548,python/tweetsFromSite/tweets_from_the_site3.csv,"The Legacy of Shaykh Ehsan Elahi Zahir and his war against the Rafidha!

Sh. Ibrahim Al-Muhaymid",The Legacy of Shaykh Ehsan Elahi Zahir and his war against the Rafidha! Sh. Ibrahim Al-Muhaymid,0.2036395141998899,0.4496361514824548,0.3467243343176553
u6mc1joom,Irrelevant,Salafi jihadi,0.4410271796205932,0.4410271796205932,python/tweetsFromSite/tweets_from_site4.csv,"""Anyone that sees the UAE as a legitimate Muslim government that one is obliged to hear and obey, is politically and theologically ignorant, and hes a Madkhali.""","""Anyone that sees the UAE as a legitimate Muslim government that one is obliged to hear and obey, is politically and theologically ignorant, and hes a Madkhali.""",0.3931985175978234,0.4410271796205932,0.1657743027815834
9q35xi450,Irrelevant,Salafi jihadi,0.4327407214151687,0.4327407214151687,python/tweetsFromSite/tweets_from_site5.csv,"""      

This Hadith Qudsi is a severe warning against those who transgress and wage war against the Awliy of Allah. Its referring to a normal Wali, imagine the fate of those who wage war against the Messenger? 

The previous Zindq accused the Messenger of being a Mushrik before Rislah  , and he committed suicide a couple of weeks after. This Zindq now has committed compounded Riddah, some short months after his same vile accusation. 

Let this be a warning for these rabid Zanadiqa, to withhold their tongue and repent for their heresy.""",""" This Hadith Qudsi is a severe warning against those who transgress and wage war against the Awliy of Allah. Its referring to a normal Wali, imagine the fate of those who wage war against the Messenger? The previous Zindq accused the Messenger of being a Mushrik before Rislah , and he committed suicide a couple of weeks after. This Zindq now has committed compounded Riddah, some short months after his same vile accusation. Let this be a warning for these rabid Zanadiqa, to withhold their tongue and repent for their heresy.""",0.3829458653797244,0.4327407214151687,0.1843134132051068
pl65z8m0o,Salafi taklidi,Salafi jihadi,0.4265520889453993,0.4233084275257496,python/tweetsFromSite/tweets_from_site4.csv,"""This is Kufr and one who utters such a statement is a Kafir.""","""This is Kufr and one who utters such a statement is a Kafir.""",0.4265520889453993,0.4233084275257496,0.1501394835288509
jh204axib,Salafi taklidi,Salafi jihadi,0.4208291902138149,0.4208291902138149,python/tweetsFromSite/tests_from_site4.csv,"""Fakhr al-Dn al-Rz against Sufi Quburis.

In his Tafsir, he draws a parallel between grave worshippers in his time, and ancient idolaters, affirming the prohibition of supplicating to other than God. Below is his commentary on two verses:

1/10","""Fakhr al-Dn al-Rz against Sufi Quburis. In his Tafsir, he draws a parallel between grave worshippers in his time, and ancient idolaters, affirming the prohibition of supplicating to other than God. Below is his commentary on two verses: 1/10",0.3787680563422568,0.4208291902138149,0.2004027534439283
teun9534g,Salafi taklidi,Salafi jihadi,0.41749182936548,0.41749182936548,python/tweetsFromSite/tweets_from_site5.csv,"True #Islam is found in wholehearted submission to Allahhonoring His commands, steering clear of His prohibitions, and placing Him above fleeting desires and the whispers of Shaytan.

The more a Muslim embodies this submission, the more refined and complete their #Iman becomes.","True #Islam is found in wholehearted submission to Allahhonoring His commands, steering clear of His prohibitions, and placing Him above fleeting desires and the whispers of Shaytan. The more a Muslim embodies this submission, the more refined and complete their #Iman becomes.",0.4017915413846759,0.41749182936548,0.180716629249844
ed7nnok3r,Salafi taklidi,Salafi jihadi,0.4139977659005541,0.4139977659005541,python/tweetsFromSite/tweets_from_site4.csv,"""A questioner asks: What is the ruling on offering congratulations and gifts on the occasion of Valentines Day, which falls in mid-February each year?

All praise is due to Allah, and peace and blessings be upon the Messenger of Allah and upon his family and companions. As for what follows:

This holiday is a festival of the kuffar and Mushrikeen. Even if it is called Valentines Day, it is a festival claimed by the Greeks, an ancient festival for a deity they worshipped besides Allah. 

Whether this holiday was for a deity they worshipped or merely for what they call and claim to be love, then congratulating others on it, celebrating this day, and honoring it is forbidden and not permissible.

We, the people of Islam, have only two Eids: Eid al-Fitr and Eid al-Adha. It is not permissible to congratulate others for any Eid besides these two. So congratulating others on this day and honoring it is not allowed; it is forbidden. You are not permitted to congratulate anyone on it, nor are you permitted to accept congratulations from anyone on this day. Rather, it is obligatory upon you and every Muslim to reject anyone who congratulates you on this day and to clarify to people that congratulating others on this day is forbidden and not permissible, and that it is a form of imitating the Kuffar and Mushrikeen in their false festivals, which are based on falsehood, disbelief, immorality, and wickedness.

How can they claim it is a day of love and magnify love while they are among the most hostile people toward Islam and Muslims, waging war against the religion of Allah and against the people of Islam? A Muslim should not be deceived by their labels or slogans. 

These Kuffar and wicked people are among the furthest from what is called love. They are the ones killing us, killing our brothers in Syria, Iraq, and everywhere, yet they claim this day is Valentines Day.

Therefore, it is not permissible to congratulate others on this day, nor is it permissible for a Muslim to honor it, give gifts on it, or accept gifts on it. It is a forbidden day; honoring it, celebrating it, and offering congratulations for such false festivals is forbidden.

We have only two Eids: Eid al-Fitr and Eid al-Adha, and these are the ones in which it is permissible to rejoice.

Likewise, commercial shops that sell gifts such as flowers, teddy bears, and similar items on this day, some people even change their pages or displays to red or use symbols associated with celebrating this day, selling flowers or anything that assists in honoring this day is not permissible. It is forbidden and is considered helping in falsehood. 

Allah says: Cooperate in righteousness and piety, and do not cooperate in sin and transgression.

Whoever sells such flowers with the intention of honoring that day, his sale is forbidden, and the money he earns from it is unlawful. Every body nourished by unlawful earnings, the Fire is more deserving of it. So it is not permissible to take such money, nor to sell flowers, change displays, alter slogans, or use symbols such as roses or the color red for this day, for these are forbidden and reprehensible matters.

It is obligatory upon a Muslim to honor the symbols of Allah, to honor the religion of Allah, to show disavowal of these Kuffar and wicked people, and to distinguish himself from them in their festivals and their false, misguided beliefs. For resemblance in outward matters leads to resemblance in inward matters.

We ask Allah for well-being and safety. 

Shaykh Khalid al Fulaij (may Allah free him)""","""A questioner asks: What is the ruling on offering congratulations and gifts on the occasion of Valentines Day, which falls in mid-February each year? All praise is due to Allah, and peace and blessings be upon the Messenger of Allah and upon his family and companions. As for what follows: This holiday is a festival of the kuffar and Mushrikeen. Even if it is called Valentines Day, it is a festival claimed by the Greeks, an ancient festival for a deity they worshipped besides Allah. Whether this holiday was for a deity they worshipped or merely for what they call and claim to be love, then congratulating others on it, celebrating this day, and honoring it is forbidden and not permissible. We, the people of Islam, have only two Eids: Eid al-Fitr and Eid al-Adha. It is not permissible to congratulate others for any Eid besides these two. So congratulating others on this day and honoring it is not allowed; it is forbidden. You are not permitted to congratulate anyone on it, nor are you permitted to accept congratulations from anyone on this day. Rather, it is obligatory upon you and every Muslim to reject anyone who congratulates you on this day and to clarify to people that congratulating others on this day is forbidden and not permissible, and that it is a form of imitating the Kuffar and Mushrikeen in their false festivals, which are based on falsehood, disbelief, immorality, and wickedness. How can they claim it is a day of love and magnify love while they are among the most hostile people toward Islam and Muslims, waging war against the religion of Allah and against the people of Islam? A Muslim should not be deceived by their labels or slogans. These Kuffar and wicked people are among the furthest from what is called love. They are the ones killing us, killing our brothers in Syria, Iraq, and everywhere, yet they claim this day is Valentines Day. Therefore, it is not permissible to congratulate others on this day, nor is it permissible for a Muslim to honor it, give gifts on it, or accept gifts on it. It is a forbidden day; honoring it, celebrating it, and offering congratulations for such false festivals is forbidden. We have only two Eids: Eid al-Fitr and Eid al-Adha, and these are the ones in which it is permissible to rejoice. Likewise, commercial shops that sell gifts such as flowers, teddy bears, and similar items on this day, some people even change their pages or displays to red or use symbols associated with celebrating this day, selling flowers or anything that assists in honoring this day is not permissible. It is forbidden and is considered helping in falsehood. Allah says: Cooperate in righteousness and piety, and do not cooperate in sin and transgression. Whoever sells such flowers with the intention of honoring that day, his sale is forbidden, and the money he earns from it is unlawful. Every body nourished by unlawful earnings, the Fire is more deserving of it. So it is not permissible to take such money, nor to sell flowers, change displays, alter slogans, or use symbols such as roses or the color red for this day, for these are forbidden and reprehensible matters. It is obligatory upon a Muslim to honor the symbols of Allah, to honor the religion of Allah, to show disavowal of these Kuffar and wicked people, and to distinguish himself from them in their festivals and their false, misguided beliefs. For resemblance in outward matters leads to resemblance in inward matters. We ask Allah for well-being and safety. Shaykh Khalid al Fulaij (may Allah free him)""",0.2291367339361091,0.4139977659005541,0.3568655001633367
kl20g4th3,Salafi taklidi,Salafi jihadi,0.4124359959335312,0.4124359959335312,python/tweetsFromSite/tweets_from_site5.csv,"The new shauyk of @salafidawahmcr  @AbdullahJallow9 @DawahTH  fawaz madkhali 

An example of fawaz Facebook  page where he spreads tabloid news as if your watching bbc news worse he makes dua against the entire Muslim nation of emirates  he says may Allah not grant them safety this is an entire Muslim nation ?!!!!  

In reality we know they dont rate fawaz they only supporting him becasue abu iyaad has said we are going down this way so their tassub has lead them to follow him !",The new shauyk of @USER @USER @USER fawaz madkhali An example of fawaz Facebook page where he spreads tabloid news as if your watching bbc news worse he makes dua against the entire Muslim nation of emirates he says may Allah not grant them safety this is an entire Muslim nation ?!!!! In reality we know they dont rate fawaz they only supporting him becasue abu iyaad has said we are going down this way so their tassub has lead them to follow him !,0.3870712355677437,0.4124359959335312,0.2004927684987251
e0ocuk2e9,Salafi taklidi,Salafi jihadi,0.46100867308963,0.4059795779054063,python/tweetsFromSite/tweets_from_the_site3.csv,"""Dr. Diyy' Jamil Ar-Rahman who is currently working on a well-written project on the life of his father, Shaykh Jamil Ar-Rahman, mentions the courageousness of Shaykh Rab bin Hadi al-Madkhali during the Jihad against the soviets. May Allah have mercy on them.","""Dr. Diyy' Jamil Ar-Rahman who is currently working on a well-written project on the life of his father, Shaykh Jamil Ar-Rahman, mentions the courageousness of Shaykh Rab bin Hadi al-Madkhali during the Jihad against the soviets. May Allah have mercy on them.",0.1330117490049636,0.4059795779054063,0.46100867308963
r4g6w7kjd,Irrelevant,Salafi jihadi,0.4362145660554513,0.4026478335233794,python/tweetsFromSite/tweets_from_site4.csv,"""""BREAKING: The United Arab Emirates said it quit OPEC and OPEC+, dealing a heavy blow to the oil exporting groups and their de facto leader, Saudi Arabia, at a time when the Iran war has caused a historic energy shock and unsettled the global economy  
""
--------------

Bin Bayyah (ft Faris Hammadi) VS Sulaymaan ar-Ruhayli showdown pending.","""""BREAKING: The United Arab Emirates said it quit OPEC and OPEC+, dealing a heavy blow to the oil exporting groups and their de facto leader, Saudi Arabia, at a time when the Iran war has caused a historic energy shock and unsettled the global economy "" -------------- Bin Bayyah (ft Faris Hammadi) VS Sulaymaan ar-Ruhayli showdown pending.",0.4362145660554513,0.4026478335233794,0.1611376004211692
3brmzdssf,Irrelevant,Salafi jihadi,0.3972054592601464,0.3972054592601464,python/tweetsFromSite/tweets_from_site5.csv,"""Kufr akbar or kufr duna kufr?

The great Sahabi Abdullah Ibn Mas'ud ra was asked about the ruling of bribery? He said: its Suht (Unlawful gains). He was asked about it in hukm(i.e. Taking a bribe to rule in favour of someone)? He said: its kufr. Then he read ayah of Hukm","""Kufr akbar or kufr duna kufr? The great Sahabi Abdullah Ibn Mas'ud ra was asked about the ruling of bribery? He said: its Suht (Unlawful gains). He was asked about it in hukm(i.e. Taking a bribe to rule in favour of someone)? He said: its kufr. Then he read ayah of Hukm",0.3298659792573995,0.3972054592601464,0.2729285614824541
soqoj3uny,Irrelevant,Salafi jihadi,0.4082917971136435,0.3937847953857304,python/tweetsFromSite/tweets_from_site5.csv,"""ICNA are honest are about their links to the Muslim Brotherhood

Hassan Al-Banna - founder of Ikhwan

The goal of ICNA, Yaqeen &amp; associates is to present themselves as the spokespeople of Muslims in the West.

That is why many committees are dominated by handpicked individuals.","""ICNA are honest are about their links to the Muslim Brotherhood Hassan Al-Banna - founder of Ikhwan The goal of ICNA, Yaqeen &amp; associates is to present themselves as the spokespeople of Muslims in the West. That is why many committees are dominated by handpicked individuals.",0.4082917971136435,0.3937847953857304,0.1979234075006259
t2zo7isdd,Salafi taklidi,Salafi jihadi,0.390974314925098,0.390974314925098,python/tweetsFromSite/tweets_from_the_site1.csv,"""@shababalhanbali Loool, how low will you guys go?

Imam Bukhari literally wrote a whole book on refutation against those who have similar beliefs as the ashaira.

Also in his Sahih he brings some of the salafs statements about the istiwa of Allah, clearly affirming it on its apparent meaning,5.0","""@USER Loool, how low will you guys go? Imam Bukhari literally wrote a whole book on refutation against those who have similar beliefs as the ashaira. Also in his Sahih he brings some of the salafs statements about the istiwa of Allah, clearly affirming it on its apparent meaning,5.0",0.338460191915473,0.390974314925098,0.2705654931594289
5gk1q3kpu,Irrelevant,Salafi jihadi,0.3895012888223336,0.3895012888223336,python/tweetsFromSite/tests_from_site4.csv,"""""The Murtaddn of barely two months ago are welcomed with great fanfare, and [those] who led the fath are in prison without trial (such as the Qd Shaykh Zubayr al-Ghazz). 

The new Syria, they say.""
""
--------------

They say when you reach the capital, you have to compromise because of Realpolitik
But no one wanted them to reach the capital when theyd lose their deen

The purpose of reaching the capital and conquest generally is to establish the deen, not to make excuses for compromising it","""""The Murtaddn of barely two months ago are welcomed with great fanfare, and [those] who led the fath are in prison without trial (such as the Qd Shaykh Zubayr al-Ghazz). The new Syria, they say."" "" -------------- They say when you reach the capital, you have to compromise because of Realpolitik But no one wanted them to reach the capital when theyd lose their deen The purpose of reaching the capital and conquest generally is to establish the deen, not to make excuses for compromising it",0.3638515359841339,0.3895012888223336,0.2466471751935324
dn0q6rlpk,Irrelevant,Salafi jihadi,0.4603764150353268,0.3853617070338941,python/tweetsFromSite/tweets_from_site4.csv,"""This person since the overthrow of Assad regime did a 180.

While under Assad regime, he refused to talk about politics (No problem) but continued on with his agenda against Salafis and justified Boutis stances. 

Since the liberation of Assad regime","""This person since the overthrow of Assad regime did a 180. While under Assad regime, he refused to talk about politics (No problem) but continued on with his agenda against Salafis and justified Boutis stances. Since the liberation of Assad regime",0.4603764150353268,0.3853617070338941,0.154261877930779
9gtbkzgqu,Salafi taklidi,Salafi jihadi,0.4172409427432585,0.382510518538726,python/tweetsFromSite/tweets_from_the_site1.csv,"""Shaykh li al-Fawzn speaks about those who allow the disbelievers into the lands of muslims when assisting them against the muslims and how this is disbelief even if he hates their religion.

Interestingly, he then speaks about those who bring them in and enabled them to build churches and the likes, and this is what he says :

_

Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al Wahhb said: [That if someone openly displays their] agreement with their religion [of the Mushrikin]

Shaykh li al-Fawzn said: Meaning: He enabled them [the mushrikin] to establish churches in the lands of the Muslims, and granted them freedom, and said to the Muslims: Do not prevent them from anything; whatever they request from you, comply with it. This is mudhanah, because our religion forbids this.



Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then] indeed he is a disbeliever like them.

Shaykh li al-Fawzn commentates: Because he enabled the [religion of the] disbelievers and was pleased with their religion, and he forewent what the religion of Islm obliged upon him  namely disassociating the religion of the disbelievers and disavowing it. He did not disavow it; rather, he permitted it, justified it, and granted them freedom [to establish their religion] in the lands of the Muslims.

Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then indeed he is a disbeliever like them] even if he detests their religion and hates them.

Shaykh li al-Fawzn commentates: Meaning: if he loves their religion, then this makes him a disbeliever (kfir), an apostate, if he establish them. And if he establishes them while he hates their religion, then this act of his constitutes apostasy from Islm, because he has assisted them against the Muslims.

        (31,32)"",","""Shaykh li al-Fawzn speaks about those who allow the disbelievers into the lands of muslims when assisting them against the muslims and how this is disbelief even if he hates their religion. Interestingly, he then speaks about those who bring them in and enabled them to build churches and the likes, and this is what he says : _ Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al Wahhb said: [That if someone openly displays their] agreement with their religion [of the Mushrikin] Shaykh li al-Fawzn said: Meaning: He enabled them [the mushrikin] to establish churches in the lands of the Muslims, and granted them freedom, and said to the Muslims: Do not prevent them from anything; whatever they request from you, comply with it. This is mudhanah, because our religion forbids this. Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then] indeed he is a disbeliever like them. Shaykh li al-Fawzn commentates: Because he enabled the [religion of the] disbelievers and was pleased with their religion, and he forewent what the religion of Islm obliged upon him namely disassociating the religion of the disbelievers and disavowing it. He did not disavow it; rather, he permitted it, justified it, and granted them freedom [to establish their religion] in the lands of the Muslims. Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then indeed he is a disbeliever like them] even if he detests their religion and hates them. Shaykh li al-Fawzn commentates: Meaning: if he loves their religion, then this makes him a disbeliever (kfir), an apostate, if he establish them. And if he establishes them while he hates their religion, then this act of his constitutes apostasy from Islm, because he has assisted them against the Muslims. (31,32)"",",0.2002485387180154,0.382510518538726,0.4172409427432585
fct0r8egr,Irrelevant,Salafi jihadi,0.3944270936909796,0.3791369143982001,python/tweetsFromSite/tweets_from_site4.csv,"No bint here is consistent, as soon as it becomes inconvenient for them they compromise like insane. All loud until their bestie does kufr and they wont say shit

Imagine crying about predatory behaviour then supporting the worst of predators","No bint here is consistent, as soon as it becomes inconvenient for them they compromise like insane. All loud until their bestie does kufr and they wont say shit Imagine crying about predatory behaviour then supporting the worst of predators",0.3944270936909796,0.3791369143982001,0.2264359919108201
ythqokxsr,Irrelevant,Salafi jihadi,0.4891239250924244,0.3762847465321538,python/tweetsFromSite/tweets_from_site4.csv,"""""Muslim women are the pure defintion of pick-me girls. Oh look! I'm so modest! I'm not like the other girls who show their bodies because I'm saving myself for the one man I wanna devote my life to!! Look at me I'm so better than yall!""
""
--------------

These filthy kuffar hate the hijab and Muslim women because usually they are surrounded by filth like themselves, but when they come across Muslim women it reminds them of how filthy they are.","""""Muslim women are the pure defintion of pick-me girls. Oh look! I'm so modest! I'm not like the other girls who show their bodies because I'm saving myself for the one man I wanna devote my life to!! Look at me I'm so better than yall!"" "" -------------- These filthy kuffar hate the hijab and Muslim women because usually they are surrounded by filth like themselves, but when they come across Muslim women it reminds them of how filthy they are.",0.4891239250924244,0.3762847465321538,0.1345913283754215
xr18wy18k,Salafi taklidi,Salafi jihadi,0.4227001377016372,0.3685372251877377,python/tweetsFromSite/tests_from_site4.csv,"""Shaykh Muqbil

- Am*rica imposed how Muslim countries interact with Isr*el

- Govts speak &amp; against Isr*el &amp; cry for the Palestinians but this is all lies 

- Govts have nothing to do with struggle in the path of Allah

- Govts will not liberate Palestine, Muslims will

Khaariji?","""Shaykh Muqbil - Am*rica imposed how Muslim countries interact with Isr*el - Govts speak &amp; against Isr*el &amp; cry for the Palestinians but this is all lies - Govts have nothing to do with struggle in the path of Allah - Govts will not liberate Palestine, Muslims will Khaariji?",0.4227001377016372,0.3685372251877377,0.2087626371106251
zodhpjgo2,Irrelevant,Salafi jihadi,0.3667825077919114,0.3667825077919114,python/tweetsFromSite/tweets_from_the_site1.csv,"""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers.

Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time.,","""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers. Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time.,",0.3648233404197902,0.3667825077919114,0.2683941517882984
