text,label
""""" Dana White paid off $500,000 of Adin Ross' gambling losses and added another $50,000 for him to keep playing._x000D_
_x000D_
""Enjoy the night, kid.""_x000D_
_x000D_
 @adinross _x000D_
""_x000D_
--------------_x000D_
_x000D_
I dont understand this concept of rich people giving other rich people charity, give it to people that actually need it smh",label_Irrelevant
"""Elleri demir ranzaya bal Uygur Trk ocuun, bir inli tarafndan elektrookla ikence edildii grntler ortaya kt.",label_Irrelevant
Shias are weird,label_Irrelevant
Hilarious seeing these blue tick begs all finally talking against Andrew Tate when d riding him and copying his persona is how they got clout,label_Irrelevant
"""""whos your favourite marvel character? asking for scientific reasons.""_x000D_
""_x000D_
--------------_x000D_
_x000D_
Only one correct answer",label_Irrelevant
"""""Youre an incel you dont get girls ok bro  _x000D_
""_x000D_
--------------_x000D_
_x000D_
Yeah guys I absolutely think these are real women dying over me",label_Irrelevant
"""Notice how you didnt say Im wrong""",label_Irrelevant
"""""_x000D_
""_x000D_
--------------_x000D_
_x000D_
Notice how you didnt say Im wrong",label_Irrelevant
"""Feminism in of itself is a ideological movement that can lead to kufr (Hadith rejection, Quranic distortion, and insulting Allah) _x000D_
_x000D_
Red Pill has always been called kufr by Muslims, and misogyny is a loaded term whose definition can be or cant be kufr""",label_Salafi taklidi
"""How Zoomer girls see Euphoria",label_Irrelevant
"""Crazy scenes on Kuwaiti Twitter right now, a fair few government bootlickers (including those who mocked certain Gazan figures), have had their citizenships revoked. Of course many are having a field day with this now.""",label_Irrelevant
"""To the saved sect , honest question. _x000D_
_x000D_
What is the basis for boycotting someone who doesnt speak on an individual? Keep in mind, im not referring to major innovators""",label_Salafi taklidi
"""These new gym ppl not it bruh I went up to dis one dude and asked how many sets he got left bro said 10 fuck u mean u got 10 sets left bro""",label_Irrelevant
"""He got demoted from Shaykh to brother in under a week. I think that may be a world record.",label_Irrelevant
"""Its more off the fact that woman dont have the capacity to actually care about your problems and prefer the complaining and opening up in a relationship to be from them""",label_Irrelevant
"""Wallahi Dajjal is gonna have a field day with you lot",label_Irrelevant
Wallahi Dajjal is gonna have a field day with you lot,label_Irrelevant
Its more off the fact that woman dont have the capacity to actually care about your problems and prefer the complaining and opening up in a relationship to be from them,label_Irrelevant
"""""Bro, the Hanbali madhab is the closest to the sunnah!""_x000D_
""Interesting. What makes you say that?""_x000D_
""The Hanbali scholars said so!""_x000D_
_x000D_
GENIUS""",label_Irrelevant
"""Israeli occupation forces are carrying out massive home destruction attacks east of Gaza City and east of Khan Younis..",label_Irrelevant
"""Two people have been killed by Israeli fire in Beit Lahiya, north of the Gaza Strip..""",label_Irrelevant
"""Do they not ever reflect on camelshow they were masterfully created._x000D_
_x000D_
-Quran 88:17",label_Irrelevant
"""Jesus is a slave_x000D_
_x000D_
To Allah """,label_Irrelevant
"""Does man think that We will not assemble his bones? Yes, We are Able even to proportion his fingertips._x000D_
_x000D_
 Quran 75:34""",label_Irrelevant
"""The Israeli genocide army documents its destruction of a school building in a village in southern Lebanon.",label_Irrelevant
"""Palestinian boy Mohammad Murad, 17, and another boy wounded in the village of Beit Daggo, east of Jerusalem..""",label_Irrelevant
"""This is the creation of Allah. (Q.31:11)""",label_Irrelevant
"""When I feel ashamed of my shortcomings upon seeing Allah's generosity toward me..",label_Irrelevant
""" The Sarajevo Sniper Safari:_x000D_
Where wealthy foreigners paid to sh.t innocent civilians for fun_x000D_
_x000D_
During the Bosnian W4r, wealthy individuals, mostly from Italy, but also other European and North American countries paid Serb Forces between 80,000 to 100,000 to participate in sniping Bosnian Muslim civilians. Some witnesses claimed a ""price list"", with much higher payments tied to shooting children.""",label_Irrelevant
"""Retweet the Quran, your hands will bear witness for you on judgement day...",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise 450K subscribers livestream!_x000D_
Live Q&A - Engage, Challenge, Clarify_x000D_
Link: _x000D_
Thursday, 23rd Apr, 2026 at 5pm (UK) | 9:30pm (IST) | 12pm (EST)_x000D_
 Panel: Dr. Sarmad and I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Salafi taklidi
""" LIVE NOW!_x000D_
Please join us for a special DawahWise livestream!_x000D_
P2 - If Hinduism Is Universal Truth, Why Did the World Reject It? - Live Q&A_x000D_
Link: _x000D_
Thursday, 16 Apr, 2026 at 9:30pm (UK)_x000D_
 Panel: Zeeshan @Smile2Jannah, I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed, Mohammad @Real_MetaPhysix and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise livestream!_x000D_
If Hinduism Is Universal Truth, Why Did the World Reject It? - Live Q&A_x000D_
Link: _x000D_
Thursday, 16 Apr, 2026 at 5pm (UK) | 9:30pm (IST) | 12pm (EST)_x000D_
 Panel: Zeeshan @Smile2Jannah, I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed, Mohammad @Real_MetaPhysix and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise livestream!_x000D_
Live Q&A - Engage, Challenge, Clarify_x000D_
Link: _x000D_
Thursday, 9th Apr, 2026 at 5pm (UK) | 9:30pm (IST) | 12pm (EST)_x000D_
 Panel: Al-Yemeni @MARazack26 and I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise livestream!_x000D_
Most Compelling Argument for Gods Existence_x000D_
Link: _x000D_
Thursday, 2nd Apr, 2026 at 5pm (UK) | 9:30pm (IST) | 12pm (EST)_x000D_
 Panel: @YusufPonders and Muris @IslamDiscovered with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Irrelevant
Eid Mubarak.,label_Irrelevant
"[Al-Baqarah - 136] Say (O Muslims), ""We believe in Allah and that which has been sent down to us and that which has been sent down to Ibrahim (Abraham), Isma'il (Ishmael), Ishaque (Isaac), Ya'qub (Jacob), and to Al-Asbat [the twelve sons of Ya'qub (Jacob)], and that which has been given to Musa (Moses) and 'Iesa (Jesus), and that which has been given to the Prophets from their Lord. We make no distinction between any of them, and to Him we have submitted (in Islam).""_x000D_
_x000D_
Sadly, the earlier people that were entrusted with much of what was revealed to these prophets, these communities failed to preserve these revelations. _x000D_
_x000D_
Muslims do not need to look for these revelations of the past. Quran describes to us what is needed to know. _x000D_
_x000D_
Previous revelations were for the people of the past. _x000D_
Quran is for now and for the future. _x000D_
There is within it guidance, without doubt, for people of consciousness of God.",label_Irrelevant
"""Ramadan Mubarak! from the DawahWise team._x000D_
May Allah forgive our shortcomings and accept our prayers, fasts, tilawa'at, charity and all ibada'at in this blessed month. Keep us all in your du'as  _x000D_
_x000D_
@MansurXAhmed",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise Livestream!_x000D_
Link: _x000D_
Decoding Advaita Vedanta Hindu Philosophy - Live Q&A_x000D_
Thursday, 12th Feb, 2026 at 5:30pm (UK) | 11pm (IST) | 12:30pm (EST)_x000D_
 Panel: Malik and I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow_x000D_
#brahman #hinduism #advaitavedanta""",label_Irrelevant
"""The logical problem of the Trinity (Part 2):_x000D_
_x000D_
What Does Is God Mean in the Trinity. Logical Contradiction or Polytheism",label_Irrelevant
""" LIVE TODAY!
Please join us for a special DawahWise livestream!
The Dharma Myth: Why So Many Hindus Defend What's Not Divine? - LIVE Q&A
 Thursday, 29th Jan, 2026 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)
Link: 
 Panel: Zeeshan @Smile2Jannah, I.Hakim @CogentFaith with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise""",label_Irrelevant
"POST 6  Motive check: Did he gain anything?_x000D_
_x000D_
Power, wealth, status?_x000D_
False prophets seek:_x000D_
  Luxury_x000D_
  Control_x000D_
  Dynasties_x000D_
_x000D_
Muhammad :_x000D_
  Lived in a mud-brick room_x000D_
  Often slept on a straw mat_x000D_
  Died with his armour pawned for food_x000D_
  Left no inheritance_x000D_
_x000D_
When offered kingship and wealth, he refused._x000D_
Even after ruling Arabia, his lifestyle did not change._x000D_
Reminder:_x000D_
People fake religion to gain the world  Muhammad  abandoned the world when it was offered to him._x000D_
_x000D_
The claim that Muhammad  sought worldly gainwealth, power, or prestigeis contradicted by well-attested historical and material evidence from his life._x000D_
_x000D_
Despite ruling Madinah and having access to resources unavailable to him earlier in Makkah, the Prophet  continued to live in extreme material simplicity. His dwelling beside the Prophets Mosque was austere, especially when contrasted with the luxury of contemporary Byzantine and Sasanian rulers. This physical reality remains a tangible historical testimony._x000D_
_x000D_
Multiple authentic reports establish that his lifestyle was one of consistent moderation and self-denial:_x000D_
_x000D_
  Chronic material scarcity: ishah reported that the Prophets household in Madinah did not eat their fill for three consecutive nights until his death (Bukhr 6089; Muslim 2970). Even at the time of his passing, there was nothing edible in his home except a small amount of barley (Bukhari 6086, Muslim 5281)._x000D_
_x000D_
  Voluntary asceticism: This deprivation was not forced by weakness or persecution; it continued unchanged even when wealth and authority were available to him._x000D_
_x000D_
  Aversion to wealth at death: During his final illness, the Prophet  insisted that a small amount of gold in his possession be given away in charity immediately, expressing fear of meeting God with any worldly attachment (reported by Amad; authenticated by al-Haytham)._x000D_
_x000D_
  Eyewitness testimony of companions: Umar ibn al-Khab described finding the Prophet  sleeping on a rough mat that left marks on his body, with only a small measure of barley and a few leaves as provisions. When Umar wept at this contrast with imperial luxury, the Prophet replied: Are you not pleased that they have the world, and we have the Hereafter? (Ibn Mjah; authenticated by al-kim)._x000D_
_x000D_
  No accumulation or inheritance: He died with his armour held as collateral by a Jewish resident of Madinah for barley (Bukhr 2759). He explicitly declared that prophets do not leave inheritance; whatever they leave is charity (Bukhr 6346; Muslim 1758). Consequently, neither his wives nor his daughter inherited wealth from him._x000D_
_x000D_
This patternliving with the bare minimum, dying with the bare minimum, and leaving ones family with the bare minimumis fundamentally inconsistent with the behaviour of a charlatan motivated by self-interest, prestige, or material gain._x000D_
_x000D_
This conclusion is not confined to Muslim scholarship. The New Catholic Encyclopedia states:_x000D_
A case has been made that mere economic gain was the inspiration for Mohammeds religious revolution. That case does not suit the facts as they are known. (The New Catholic Encyclopedia 2003, second edition, vol 10, p52. art. Muhammad.)_x000D_
_x000D_
Taken collectively, the evidence strongly indicates that Muhammad  did not possess, nor act upon, any worldly interest in his claim to Prophethood.",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise livestream!_x000D_
Live Q&A - Engage, Challenge, Clarify_x000D_
Link: _x000D_
Thursday, 22nd Jan, 2026 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)_x000D_
 Panel: Muris @IslamDiscovered, I.Hakim @CogentFaith and Al-Yemeni @MARazack26 with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Irrelevant
Only Islam is True- Ep 3  via @YouTube,label_Irrelevant
""" LIVE TODAY!
Please join us for a special #DawahWise Livestream!
The Shocking Connection Between UFOs, Aliens and Jinns- LIVE Q&A
Link: 
 Thursday, 15th Jan, 2026 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)
 Panel: @ImranHussein87, @BroFaruq, Islam Hakim @CogentFaith and Hashim @DawahWise
Please Like, Share, Subscribe and Follow
#ufos, #alien, #jinn, #islam, #paranormal, #encounters, #supernatural, #abductions, #demons, #spiritual, #unexplained""",label_Irrelevant
"POST 5:_x000D_
_x000D_
Someone assessing Muhammads   claim to prophethood faces a stark set of possibilities: either accept that he was truthful and fully trustworthy in conveying what he believed was revealed to him; and that his role as a messenger between humanity and its Creator was genuine; or conclude that he knowingly fabricated his message and orchestrated a sustained deception against those who followed him. In this framing, a claimant to prophethood would be either exceptionally truthful, deliberately fraudulent, or sincerely mistaken._x000D_
_x000D_
If Muhammads  honesty is rejected, the alternative is to portray him as an unparalleled impostor: inventing portions of the Quran in response to unfolding events, staging words and actions to mimic revelation, and maintaining an elaborate performance of devotion and sincerity. This would also imply consistent deception in private and public life, such as toward his closest Companions, in everyday dealings, and even within his household, by presenting an appearance of integrity while concealing calculated dishonesty._x000D_
_x000D_
Even those who denied his message struggled, deep down, to regard him as a liar; their refusal was rooted instead in resistance to his call to monotheism and to leaving the religion of their ancestors, not in doubts about his personal integrity. The Quran reflects this distinction: We certainly know that what they say grieves you It is not you they accuse of lying, but it is Allahs signs that the wrongdoers deny (Quran 6:33). Accordingly, their stance was less an accusation of falsehood than a rejection of his prophethood driven by obstinacy._x000D_
_x000D_
               _x000D_
_x000D_
Paul Casanova, a French Orientalist states: _x000D_
'Before entering into the heart of the question, I wish to state at once that I reject a priori any theory tending to suspect Mohammeds sincerity. No doubt one may be led to believe that, in his later years, the necessities of politics led him to present his personal ideas as divine revelations, so as to secure better obedience. But that must not cast doubt on his sincerity; a modern psychologist may see in it auto-suggestion, and it is contrary to every scientific mind to assert, without proofs, that there was imposture and calculation. The whole history of the Arab Prophet proves that his character was positive, serious, and loyal. Even when his absolute power was acknowledged, he knew how to listen to advice, admit his faults, and correct them'_x000D_
(Casanova, P. (1911). Mohammed et la fin du monde: tude critique sur lIslam primitif. Paris: Geuthner. P5)_x000D_
_x000D_
When Muhammad  was instructed to summon his close kin to Islam, he chose a public, familiar setting and addressed the Quraysh clans from Mount af, calling them by name. He then tested the credibility they already attributed to him: If I told you that horsemen were in the valley preparing to attack you, would you believe me? They replied that they would, because they had only ever known him to be truthful. (a al-Bukhr, hadith 4523)._x000D_
_x000D_
He met lifes hardships with a calm spirit and turned away from temptation with unwavering resolve. He deliberately chose a demanding road marked by isolation and painful trials, driven by the task of conveying what he believed to be the truth: calling people away from inherited idolatry and moral corruption, and gathering them around virtue and piety._x000D_
How can that portrait be made consistent with the opposing claim sometimes advanced by criticsthat he was a liar, animated by deception and emptied of genuine goodness? The two pictures point in opposite directions; holding them together as equally true creates a contradiction that needs explaining rather than assertion._x000D_
_x000D_
It is strongly corroborative of Mahomets sincerity that the earliest converts to Islam were not only of upright character, but his own bosom friends and people of_x000D_
his household; who, intimately acquainted with his private life, could not fail otherwise to have detected those discrepancies which ever more or less exist between the professions of the hypocritical deceiver abroad and his actions at home. (Muir, W. (1877). Life of Mahomet: From Original Sources. London:Smith, Elder, and Co. p60)_x000D_
_x000D_
Heracliusdescribed as perceptive and shrewdquestioned Ab Sufyn while Ab Sufyn was still a non-believer and openly hostile to Muhammad , and asked whether Muhammad  had ever been accused of lying. Ab Sufyn replied that he had not, so Heraclius reasoned that someone who would not lie to people would be unlikely to fabricate a lie about God. (Reported in a al-Bukhr, hadith 4278, and a Muslim, hadith 1773.)_x000D_
_x000D_
To maintain that Muhammad  was lying, one must believe:_x000D_
-He fabricated the Quran while maintaining internal consistency for 23 years_x000D_
-He knowingly condemned lying while being historys greatest liar_x000D_
-He endured persecution, exile, hunger, and war for a deception_x000D_
-He lived modestly despite absolute authority_x000D_
-He died without wealth, dynasty, or inheritance_x000D_
_x000D_
Critical Question:_x000D_
What liar chooses suffering when power, wealth, and compromise were repeatedly offered?",label_Irrelevant
"POST 4  Moral character_x000D_
_x000D_
Moral uprightness as evidence_x000D_
_x000D_
Before prophethood, Muhammad  was universally known as:_x000D_
al-diq al-Amn  The Truthful, The Trustworthy_x000D_
_x000D_
This reputation was not given by followers _x000D_
It was acknowledged by his enemies._x000D_
_x000D_
Key question:_x000D_
Would divine guidance be entrusted to someone morally corrupt?_x000D_
Across every dimension:_x000D_
Honesty_x000D_
Mercy_x000D_
Patience_x000D_
Humility_x000D_
Self-restraint_x000D_
_x000D_
Muhammad  exhibited consistent moral excellence, privately and publicly._x000D_
_x000D_
Even his closest attendant (Anas ibn Mlik) reported:_x000D_
By Allah, I served him for seven or nine yearsI do not know that he said for something I did not do: Why did you not do such and such? (Muslim 2310)_x000D_
_x000D_
When the feet of the Prophet were swollen from_x000D_
standing in worship, it was said to him, O Messenger of Allah, Allah has forgiven you all your past sins. He replied, So should I not be a thankful servant? (Bukhari 4557, Muslim 2819,  wording from Ahmad 18114)_x000D_
_x000D_
His companion Anas reports: ''There was no person more beloved to them than the Messenger of Allah. When they saw him, they would not stand, as they knew he disliked it (Tirmidh i 335)_x000D_
_x000D_
When Ab Hurayrah requested that he place a sheet_x000D_
over the mat that left a mark on the Prophets back, he replied, And what connection do I have with the world? In relation to this world, I am just like a traveller who took shade under a tree, and then he got up and left.'  (Tirmidh 2377)_x000D_
_x000D_
When Makkah was conquered, Ab Bakr carried_x000D_
his own father so that he would give his pledge to the Messenger of God. He said, Why could you not leave the old man at his house, so that we would be the ones to visit him? (Amad 27001, Ibn ibbn 7208, and kim 4363)_x000D_
_x000D_
The Prophet () said, ""When I start the prayer I intend to prolong it, but on hearing the cries of a child, I cut short the prayer because I know that the cries of the child will incite its mother's passions."" (Bukhr 709); and Muslim 192)._x000D_
_x000D_
Abdullh ibn Masd said, We were with the Messenger of Allah on a journey. We saw a desert lark with two chicks. We took the chicks. The lark came and apped her wings furiously. When the Messenger came, he said, Who has grieved this bird over its chicks? Return the chicks to her.  (Ab Dwd, 5268)_x000D_
_x000D_
Frauds do not maintain moral consistency across decades, hardship, power, and intimacy.",label_Irrelevant
"""The Christian Meat Dilemma:_x000D_
If halal/kosher slaughter is cruel, then Jesus who ate it and, as God according to christians, upheld Jewish law approved or commanded it. _x000D_
_x000D_
Condemn the practice, and you end up condemning Jesus._x000D_
_x000D_
Ill call this argument the CMD""",label_Irrelevant
""" LIVE TODAY!_x000D_
Please join us for a special DawahWise livestream!_x000D_
Live Q&A - Engage, Challenge, Clarify_x000D_
Link: _x000D_
Thursday, 8th Jan, 2026 at 5pm (UK) | 10:30pm (IST) | 1pm (EST)_x000D_
 Panel: Muris @IslamDiscovered, I.Hakim @CogentFaith, Brandon @MercifulMessage, Al-Yemeni @MARazack26 with the #DawahWise Team: @MansurXAhmed and Hashim @DawahWise_x000D_
Please Like, Share, Subscribe and Follow""",label_Irrelevant
"Live today _x000D_
  via @YouTube",label_Irrelevant
"POST 3  Preservation: Can we even know who Muhammad  was?_x000D_
_x000D_
Is his life historically accessible?_x000D_
_x000D_
A common objection is:_x000D_
Islamic history was fabricated later._x000D_
But this claim collapses under scrutiny._x000D_
_x000D_
Muhammad  is the most extensively documented religious figure of antiquity._x000D_
_x000D_
Why?_x000D_
-The Quran preserves real-time responses to events_x000D_
-His life (srah) is preserved through multiple independent chains_x000D_
-Muslim scholars developed an unparalleled system of narrator and text criticism (hadith)_x000D_
_x000D_
Islamic historiography surpassed other approaches in rigor._x000D_
_x000D_
Conclusion:If Muhammad  cannot be known historically, no ancient figure can.",label_Irrelevant
"""Christians Started Questioning Their Beliefs | Mansur | Speakers Corner #Islam #christianity #debate #bible #jesus #god #allah #quran #muslim #christian #religion #church #trinity",label_Irrelevant
"POST 2  How prophethood is tested_x000D_
_x000D_
Extraordinary claims require transparent evaluation._x000D_
_x000D_
Prophethood is not about charisma or popularity. It is about truthful transmission of revelation._x000D_
_x000D_
Any claim to prophethood must satisfy at least these two conditions:_x000D_
1.  Truthfulness of the claimant_x000D_
2.  Irrefutable evidence for the claim_x000D_
_x000D_
We therefore ask:_x000D_
  Was Muhammad  known to lie?_x000D_
  Did he provide demonstrable evidence for his claims?_x000D_
  Did his life align with what he preached?_x000D_
_x000D_
Crucially, neutral history leaves us only three options:_x000D_
  Muhammad  was profoundly honest (i.e. a genuine prophet of God)_x000D_
  Or he was sincerely deluded_x000D_
  Or he was the greatest deceiver in human history_x000D_
_x000D_
There is no other reasonable position. The idea that he is a legendary figure shaped by later followers, is not worth entertaining.",label_Irrelevant
"Atheism is self delusion of ones origins and negation of the most reasonable explanation _x000D_
_x000D_
The Evidence of Allah Is In Front of You  via @YouTube",label_Irrelevant
