"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"2011972831341658583","A clip that left the world in disbelief and horror.

Israel blocked media outlets from airing it.

Israel did this.","en","Retweet","MO","Abu_Salah9","535064","4228","18241","958","33727","2671","2026-01-16 03:24:38","https://x.com/Abu_Salah9/status/2011972831341658583","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","","","video","https://video.twimg.com/amplify_video/2011972719878029314/vid/avc1/720x1280/DCqzNkRRCzn-Ugeq.mp4?tag=21"
"2011829538875994206","&gt;there is no genocide

&gt;anyway here’s a satellite view of the genocide we committed","en","Retweet","Ken O'Keefe","RealKenOKeefe","5602463","1028","48059","156","359447","15012","2026-01-15 17:55:14","https://x.com/RealKenOKeefe/status/2011829538875994206","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2011867802664050742","Today, I was arrested for the fourth time in less than three months. During interrogation, officers explicitly stated, 'jews keep calling' to report me.

The Metropolitan Police have traveled from London, booked hotel stays, and arrested me on four separate dates: October 21, December 4, December 22, and today, January 15—for social media posts sharing news, opposing 'israel' and expressing solidarity with Palestine.

I have been released on bail, which now combines the restrictive conditions from all three prior arrests. I remain under a form of house arrest and prohibited from attending Palestine events in London. I am also not to post anything that could 'stir up racial hatred' or 'express support for a proscribed organisation'—neither of which I have done.

This is state-sponsored harassment and judicial terrorism, carried out by the British state in partnership with the UK 'israel' lobby and also at the apparent behest of the jews who 'keep calling' the police, including the Anti-Terrorism Hotline, to silence me.

The Met officers today were Saul Carroll and Steve Burgess.

If you wish to support my legal defence against this politically-motivated persecution, please consider contributing here:
https://t.co/RfTeCevmV6

The 'israel' lobby is an enemy to free speech and civil liberties in Britain.
We will fight this. We will win.","en","Retweet","Dr Rahmeh Aladwan","doctor_rahmeh","720028","1618","10323","455","27503","2279","2026-01-15 20:27:17","https://x.com/doctor_rahmeh/status/2011867802664050742","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","video","https://video.twimg.com/ext_tw_video/2011867718081732608/pu/vid/avc1/720x1280/p6eCSLjeKUxzIXa0.mp4?tag=19"
"2011794346710827307","Abdul Wahab was a coninuation of Ibn Taymiyyahs mistake https://t.co/FPTOnvfqri via @YouTube","en","Tweet","Rashid Hamid","RashidRants","8","0","0","0","0","0","2026-01-15 15:35:24","https://x.com/RashidRants/status/2011794346710827307","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://youtu.be/6pRAVwiJmF4?si=SVboZ5VLemeiY5bT","",""
"2010835019271421958","@Malala Oh hello! Long time no see...:) I hope you're well. BTW, did you see what Israel did to women and children for the last 2 years?","en","Retweet","Khalissee","Kahlissee","25887","41","359","0","3385","26","2026-01-13 00:03:22","https://x.com/Kahlissee/status/2010835019271421958","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2010845566574412177","@Malala Like clockwork, the Western puppet woke up.","en","Retweet","Bushra Shaikh","Bushra1Shaikh","61375","66","462","3","7832","46","2026-01-13 00:45:17","https://x.com/Bushra1Shaikh/status/2010845566574412177","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2010854894182539673","@Malala the ongoing Gaza Genocide exposed all you frauds, fabrications of the CIA-Human Rights Industrial complex. Go party again with your bestie Hillary Clinton where you can bond over how many girls and women she has mass murdered during her long career as a Zionist warmonger https://t.co/gUQ9XNpusD","en","Retweet","☀️👀","zei_squirrel","395181","60","2033","27","15767","439","2026-01-13 01:22:21","https://x.com/zei_squirrel/status/2010854894182539673","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G-f9yfxW4AAXBcb.jpg"
"2011410462869713233","Look who’s on @GBNEWS calling for draconian laws and witch-hunts targeting British Muslim charities and mosques.

You guessed it: a Zionist Emirati “influencer”.

https://t.co/QDJ1zjEVGa","en","Retweet","Dilly Hussain","DillyHussain88","99589","194","620","32","3006","329","2026-01-14 14:09:59","https://x.com/DillyHussain88/status/2011410462869713233","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2010117895099994113/vid/avc1/1920x1080/X9Tw3k8FRpiXv8a4.mp4?tag=21"
"2011131180717142136","FUCK KEIR STARMER https://t.co/t9E6hSb7Vq","en","Retweet","KNEECAP","KNEECAPCEOL","164395","256","3012","95","14653","229","2026-01-13 19:40:13","https://x.com/KNEECAPCEOL/status/2011131180717142136","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-j5JSwWgAAkoby.jpg"
"2011391914256597234","Former CIA agent John Kiriakou talks about how its israeli backed rioters who set fire to over 40 fire engines so the fires their starting can’t be stopped.

Just look at who the media is favouring, it’s israel! 

It’s so obvious this is a coup attempt!

 https://t.co/yWbJTjiZTp","en","Retweet","JonnyUtd","Fx1Jonny","6414","7","113","2","403","24","2026-01-14 12:56:16","https://x.com/Fx1Jonny/status/2011391914256597234","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2011361954372411392/vid/avc1/852x480/Tzc7IBXj87sJb06A.mp4?tag=21"
"2011041477493997903","Three things we’ve learnt about majority of “patriots” on both sides of the Atlantic:

- They don’t care about free speech.

- They don’t care about women and girls.

- They don’t care about Christianity.

Race and empire. It’s all about skin and oil.","en","Retweet","Dilly Hussain","DillyHussain88","13863","45","211","2","869","29","2026-01-13 13:43:46","https://x.com/DillyHussain88/status/2011041477493997903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2011143796101414952","https://t.co/miuGYI2SQB","zxx","Tweet","Rashid Hamid","RashidRants","26","0","0","0","1","0","2026-01-13 20:30:20","https://x.com/RashidRants/status/2011143796101414952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","https://youtu.be/G8OYE4MfV4M","",""
"2011020783816958315","The UAE is at war with Muslims in the east and the west.

Whenever you hear or read Emirati propagandists and “influencers” use the following words or terms, this is what they really mean:

“Islamism” = Islam

“Muslim Brotherhood” = Muslims

“Political Islam” = political Muslims","en","Retweet","Dilly Hussain","DillyHussain88","59389","144","570","13","2537","137","2026-01-13 12:21:32","https://x.com/DillyHussain88/status/2011020783816958315","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010827486658248915","“Since the start of the cease-fire” https://t.co/T27FBAHnQ7","en","Retweet","Assal Rad","AssalRad","675249","187","8804","114","23610","896","2026-01-12 23:33:26","https://x.com/AssalRad/status/2010827486658248915","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-fk8UFb0AAxJ5D.jpg"
"2010990744299835525","Really deep.dive on some subjects islamophobes use to attack Islam on. 

Its long, but there are timestamps and descriptions, can be used as a reference should you encounter the subjects

https://t.co/miuGYI2l13","en","Tweet","Rashid Hamid","RashidRants","22","0","0","0","0","0","2026-01-13 10:22:10","https://x.com/RashidRants/status/2010990744299835525","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","https://youtu.be/G8OYE4MfV4M","",""
"2010382889607676330","So, the Prophet Muhammad would have no issue with:

- The nightclubs, prostitution, casinos and slave labour.

- A usury-based banking system.

- New polytheistic temples and idols being built, because Prophet Muhammad didn’t actually destroy 360 idols inside the Kaaba with his own hands.

- Hosting, normalising and collaborating with Israelis who are killing and oppressing the Muslims of the Levant, a region and a people Prophet Muhammad explicitly praised and honoured.

- The UAE killing and oppressing the Muslim of Yemen, another region and people Prophet Muhammad explicitly praised and honoured.

- Funding and arming a genocide in Muslim Sudan, while destabilising Muslim Libya and Muslim Somalia.

- Sending millions of dollars to fund hatred and hostility against Muslims in Europe.

- A nation that is widely praised and visited by those who blaspheme the Prophet Muhammad. 

All of the above is in total alignment with the Prophetic mission and vision. 🤡","en","Retweet","Dilly Hussain","DillyHussain88","9775","6","41","1","337","15","2026-01-11 18:06:46","https://x.com/DillyHussain88/status/2010382889607676330","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010321644695535622","“France condemns the use of violence against protesters in Iran”. 

France with protesters. 👇🏼 https://t.co/HqOb3pF8iy","en","Retweet","Ramy Abdu| رامي عبده","RamAbdu","2338990","1627","29087","905","103328","3923","2026-01-11 14:03:24","https://x.com/RamAbdu/status/2010321644695535622","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2010321573928898560/vid/avc1/720x1280/HIDVMHnATTVQT9X4.mp4?tag=21"
"2010403019993874743","For the Love of God @DavidLammy (choral choir singer) follow your conscience, show backbone and balls and safe the hunger striker by giving them bail. It would be e the Christian thing to do.","en","Retweet","Yvonne Ridley 4 Glasgow","yvonneridley","16464","285","279","9","713","6","2026-01-11 19:26:46","https://x.com/yvonneridley/status/2010403019993874743","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010127863597412403","Why Does the UAE Fight Islam in the West?

Because the United Arab Emirates does not view Islam as a moral message or a civilizational identity, but as a political threat especially any independent, grassroots model beyond the control of money and security alliances.
In the West, the UAE actively works to demonize Islam by funding think tanks, lobbying networks, and media narratives that deliberately blur the line between Islam and extremism, with the aim of:
•Appeasing Western allies by presenting itself as a bulwark against political Islam.
•Silencing independent Muslim voices that expose authoritarianism or defend just causes like Palestine.
•Whitewashing its authoritarian model as moderate Islam stripped of justice and values, designed for branding rather than accountability.

The result?
Restrictions on Muslims in the West, the distortion of their identity, and the reduction of an entire religion to a security file.
This is not a war on extremism it is a war on Islam when it is free, critical, and not for sale.

Islam is not the West’s problem. The problem is those who fear Muslim awareness and values when they don’t serve power and interests.","en","Retweet","Emelia","Emeliarjl","29144","73","328","12","813","89","2026-01-11 01:13:23","https://x.com/Emeliarjl/status/2010127863597412403","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-VoosjWkAA0QMB.jpg"
"2009709551625351426","In 2020, Glasgow-based lawyer Matthew Berlow admitted to his role in a staged ""antisemitic"" graffiti attack at his own home intended to frame the Scottish Palestine Solidarity Campaign.

Berlow collaborated with Ed Sutherland, then-head of religious and moral education at an academy in Ayr and a fellow pro-Israel activist, to create a false narrative on social media. Sutherland used a fake ""pro-Palestinian"" Facebook persona, ""Stevie Harrison,"" to post that Berlow’s home had been spray-painted with ""Free Palestine"".

Knowing the report was false, Berlow commented on the post, calling it ""Typical SPSC behaviour. Criminal,"" to publicly blame the solidarity group for the nonexistent crime.

The Scottish Solicitors' Discipline Tribunal and the Law Society of Scotland investigated the incident. In rulings as recently as September 2024 and January 2026, Berlow was found guilty of professional misconduct. The tribunal noted his actions ""lacked integrity"" and were ""likely to bring the profession into disrepute"".","en","Retweet","MintPress News","MintPressNews","10032","38","479","22","609","44","2026-01-09 21:31:10","https://x.com/MintPressNews/status/2009709551625351426","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G-PsLvnW4AAR7rb.jpg"
"2010285824714346849","📖 Monthly Q&amp;A + Palestine Update 
🕑 Today @ 1PM UK – All welcome!
🎙️  Sheikh Muhammad Al- Massari
🔗 Zoom: https://t.co/1O4C1QRj0q
🆔 ID: 744 6271 2970 | 🔐 Pass: hello
📺 YouTube: https://t.co/g33augs4C4","en","Tweet","Rashid Hamid","RashidRants","40","0","0","0","0","0","2026-01-11 11:41:04","https://x.com/RashidRants/status/2010285824714346849","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","https://us04web.zoom.us/j/74462712970?pwd=SLIQHr66SqCgXlOEFsTRabcpqv39Om.1
https://youtube.com/channel/UC0uyPbeJ56twBLoHUbwFKnA","",""
"2010079214306009132","Fuck Israel, free Palestine. Say it loud and say it often, because you won’t have the right to say it much longer.","en","Retweet","Caitlin Johnstone","caitoz","182347","876","4450","84","17762","227","2026-01-10 22:00:04","https://x.com/caitoz/status/2010079214306009132","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010014740513452472","You're cool with us looking away from Gaza though yeah? https://t.co/cqgygJvQW6","en","Retweet","Pyongyang Tadhg","TadhgHickey","70820","92","481","3","3488","44","2026-01-10 17:43:53","https://x.com/TadhgHickey/status/2010014740513452472","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/G-UBwU-WsAA1vSZ.jpg"
"2009656415573688571","Bernie Sanders Is a Liberal Zionist Scumbag

He’ll call out the “Netanyahu government” but never call out the state of Israel, because that’s where Bernie draws the line: protecting the state of Israel. He’s the perfect controlled opposition, claiming to oppose war while funding it, condemning Netanyahu while parroting Zionist talking points, and throwing young organizers under the bus the moment they get too loud.","en","Retweet","YourFavoriteGuy","guychristensen_","61415","283","1367","35","4641","244","2026-01-09 18:00:01","https://x.com/guychristensen_/status/2009656415573688571","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","video","https://video.twimg.com/amplify_video/2008294966502596609/vid/avc1/1080x1920/7jFyK88veSuWEawJ.mp4?tag=21"
"2009808424369041694","Nigel Farage is too scared to debate Zack Polanski.

Pass it on.","en","Retweet","BladeoftheSun","BladeoftheS","72560","367","1173","30","6676","21","2026-01-10 04:04:03","https://x.com/BladeoftheS/status/2009808424369041694","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1858304872963010840","Likely raped to death.
A doctor. A stellar surgeon. The embodiment of Palestinian ethics.
Likely raped to death. 

The racism of Western media who are not covering this, and Western politicians who are not denouncing this, together with the thousand other testimonies and allegations of rape and other forms of mistreatment and torture that Palestinians have suffered in Israeli jails, is absolutely sickening.","en","Retweet","Francesca Albanese, UN Special Rapporteur oPt","FranceskAlbs","5007541","2469","48418","2629","80568","7257","2024-11-18 02:23:02","https://x.com/FranceskAlbs/status/1858304872963010840","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/GcoGboYX0AAVlff.jpg"
"2009559468183589015","Israel is murdering Palestinian children again, as they do every single day.

There is no ceasefire, just brutal apartheid and genocide. 

Take Action.
Free Palestine.","en","Retweet","KNEECAP","KNEECAPCEOL","449810","749","12125","101","42475","383","2026-01-09 11:34:47","https://x.com/KNEECAPCEOL/status/2009559468183589015","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2009674817943835102","MY EXPERIENCE OF (MALE) EMIRATI INTERNATIONAL STUDENTS IN THE UK

Over the course of 12 years, I’ve met and spoken to many Emirati students studying in the UK, easily in the dozens. 

These encounters took place in my hometown of Bedford, where some had studied at the local college or university, as well as during my university years (2006–2009) at UEA Norwich, and while delivering lectures for student Islamic Societies (ISocs) across at least 30 universities (2015-2025). I also briefly befriended a few I met at gyms. 

So, here it goes:

- Most studied aeronautical engineering or other engineering disciplines.

- Several told me they had been instructed by their government not to discuss Islam or politics, or to engage in religious activities on campus.

- Eid gatherings, iftar events, and informal meet-ups with non-Emirati Muslims were strongly discouraged. Jumuah and Eid prayers were the only exception.

- Keeping long beards with trimmed moustaches, and regularly praying the five daily obligatory prayers in mosques, were also discouraged.

- Many were deeply paranoid and believed they were being monitored. They were particularly distrustful of Saudi and Egyptian international students. 

- Most appeared to deliberately isolate themselves from other Muslims, both on campus and within the communities they lived in.

- Quite a few were into partying, drinking alcohol and drug use. I know at least three Emirati students who privately identified as atheists.

- Others appeared to be studying abroad primarily to avoid or delay mandatory national military service back home.

- All were given very generous university allowances, between £4,000 and £7,000 per month, from the Emirati government, and understandably did not want to do anything that might risk losing that support.

- None I met were arrogant, disrespectful or rude. All except three proudly identified as Muslim. However, none were remotely involved in any (non-political) communal Muslim events or activities. This stood in stark contrast to Saudi, Egyptian, Qatari, Malaysian and Pakistani international students, who at the very least attended Eid and iftar gatherings organised by the Islamic society or their local mosque.

To be clear, this is my personal experience, but it has been corroborated by university chaplains, imams, people who studied and trained alongside Emirati students, as well as by family and friends who encountered them in the taxi, food and dining trade.

In short, it is not the “Muslim Brotherhood” the UAE fears. What it fears is its youth interacting with practising, educated British/Western Muslims who take their faith seriously, and who often possess a firmer grounding in basic Islamic fundamentals and global Muslim affairs than most secularised Emirati youth.

In my experience, Emirati students were unlike any other Arab/Muslim international students: reclusive, socially withdrawn, and largely disconnected from wider Muslim campus or local community life. Some even dressed and styled themselves like Black American rappers, which I found strange.

The very few I did speak to about religion and politics were highly critical not only of the Muslim Brotherhood, but also of Saudi Arabia and Salafism, and Israel and Palestine were simply a no-go discussion.

Whatever the case, Britain will not lose any sleep over Emirati students not coming to the UK; there are enough GCC students and Gulf money in British universities.

Lastly, there’s also a growing perception among Muslims across Europe and the West that the UAE is basically a Zionist subordinate of Israel with a perennialist reformist agenda, and that some of their students could actually be security services assets sent to infiltrate and gather intelligence on Western Muslim communities and Arab international students.","en","Retweet","Dilly Hussain","DillyHussain88","1007192","194","530","83","2851","1230","2026-01-09 19:13:09","https://x.com/DillyHussain88/status/2009674817943835102","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-PMl5XXMAEuKcV.jpg"
