tweet_id,label,prediction,prediction_confidence,jihadi_probability,source_file,text,model_text,prob_Irrelevant,prob_Salafi jihadi,prob_Salafi taklidi,error_type
9o212s8qx,Salafi taklidi,Irrelevant,0.5621362922024529,0.1347895222186744,python/tweetsFromSite/tweets_from_site5.csv,"""  Mditons sur cette rponse de cet immense Savant..

 Il a t demand  Cheikh Muqbil Ibn Hadi Al-Wadi'i - m.1422H -   :

Si vous avez un tlphone [fixe], pourriez-vous nous donner le numro ?

Il a rpondu : 

Nous navons pas de tlphone [fixe] et nous nen voulons pas, car cela nous fait perdre du temps.

  Gharatul Ash-Ritta, 1/279.

Le Cheikh est mort en 1422 de lhgire, soit en 2001 !!  cette poque il ntait pas question diphone comme aujourdhui, mais de tlphone fixe Que dire !? QuAllh Lui fasse misricorde et quIl nous prserve du temps perdu, amin.",""" Mditons sur cette rponse de cet immense Savant.. Il a t demand Cheikh Muqbil Ibn Hadi Al-Wadi'i - m.1422H - : Si vous avez un tlphone [fixe], pourriez-vous nous donner le numro ? Il a rpondu : Nous navons pas de tlphone [fixe] et nous nen voulons pas, car cela nous fait perdre du temps. Gharatul Ash-Ritta, 1/279. Le Cheikh est mort en 1422 de lhgire, soit en 2001 !! cette poque il ntait pas question diphone comme aujourdhui, mais de tlphone fixe Que dire !? QuAllh Lui fasse misricorde et quIl nous prserve du temps perdu, amin.",0.5621362922024529,0.1347895222186744,0.3030741855788726,Salafi taklidi_as_Irrelevant
s9pp2fcfe,Irrelevant,Salafi jihadi,0.5559295286904448,0.5559295286904448,python/tweetsFromSite/tweets_from_site4.csv,"""Ruhayli says his land (S*udi) is built upon the Deen, it has acted upon &amp; truly established moderation due to the rulers &amp; the scholars. He then goes on to quote his king who apparently spoke golden words regarding moderation &amp; extremism.","""Ruhayli says his land (S*udi) is built upon the Deen, it has acted upon &amp; truly established moderation due to the rulers &amp; the scholars. He then goes on to quote his king who apparently spoke golden words regarding moderation &amp; extremism.",0.2389949532162488,0.5559295286904448,0.2050755180933063,Irrelevant_as_Salafi jihadi
7j17yz7ig,Salafi taklidi,Salafi jihadi,0.550695568346654,0.550695568346654,python/tweetsFromSite/tweets_from_site5.csv,"""The Madkhalis are h*rny and  Rise up and discuss (pls dont). @ameeniooo This is the students and product of Shamsi and SPUBS. Is this how you refute Khawarij ? By engaging in the same filth that Allah destroyed entire nations for ? #salafi #salafiyyah","""The Madkhalis are h*rny and Rise up and discuss (pls dont). @USER This is the students and product of Shamsi and SPUBS. Is this how you refute Khawarij ? By engaging in the same filth that Allah destroyed entire nations for ? #salafi #salafiyyah",0.2098416181191467,0.550695568346654,0.2394628135341992,Salafi taklidi_as_Salafi jihadi
8622ba448,Salafi jihadi,Irrelevant,0.5472696204084075,0.2793201481889772,python/tweetsFromSite/tweets_from_site4.csv,Turn your comments on you lil madkhali scared chicken  let me expose you and your teacher shamsi,Turn your comments on you lil madkhali scared chicken let me expose you and your teacher shamsi,0.5472696204084075,0.2793201481889772,0.1734102314026153,Salafi jihadi_as_Irrelevant
edzc2i40j,Salafi jihadi,Irrelevant,0.5393538441075314,0.2775096521419162,python/tweetsFromSite/tweets_from_site4.csv,"""""@warfareanalysis &amp; before that US managed to kill at least 500 000 babies below 5 years old as a result of the blockade 
""
--------------

Watch this
And tell me again you respect the poor Shuyukh that didnt know better and allowed these atrocities to happen via their evil fatwa
Indirectly they had a hand in the murder of hundred of thousands children  
May Allah judge them accordingly","""""@USER &amp; before that US managed to kill at least 500 000 babies below 5 years old as a result of the blockade "" -------------- Watch this And tell me again you respect the poor Shuyukh that didnt know better and allowed these atrocities to happen via their evil fatwa Indirectly they had a hand in the murder of hundred of thousands children May Allah judge them accordingly",0.5393538441075314,0.2775096521419162,0.1831365037505523,Salafi jihadi_as_Irrelevant
3rvs9oaqb,Salafi taklidi,Irrelevant,0.5366278910103717,0.2687323060884775,python/tweetsFromSite/tweets_from_site4.csv,"""""
""
--------------

You can have the correct aqeedah but still behave like a munafiq traitor",""""" "" -------------- You can have the correct aqeedah but still behave like a munafiq traitor",0.5366278910103717,0.2687323060884775,0.1946398029011507,Salafi taklidi_as_Irrelevant
rmizaijin,Salafi taklidi,Irrelevant,0.5342823372514159,0.2977888110790358,python/tweetsFromSite/tweets_from_site4.csv,"""@Sabh345 Why would a kafir fear Allah and disagreement is not about personal opinions , she was corrected with proofs""","""@USER Why would a kafir fear Allah and disagreement is not about personal opinions , she was corrected with proofs""",0.5342823372514159,0.2977888110790358,0.1679288516695481,Salafi taklidi_as_Irrelevant
u6s1rx8zb,Salafi jihadi,Irrelevant,0.5340634826574984,0.2806177110803517,python/tweetsFromSite/tests_from_site4.csv,"Sheikh   : 

 Beware of defending or praising Tawaghit, otherwise you will be complicit in all their crimes..","Sheikh : Beware of defending or praising Tawaghit, otherwise you will be complicit in all their crimes..",0.5340634826574984,0.2806177110803517,0.1853188062621499,Salafi jihadi_as_Irrelevant
6gkt82s0y,Salafi jihadi,Irrelevant,0.5301074566042178,0.2272672391969975,python/tweetsFromSite/tweets_from_site4.csv,"""Why is it always pro Gulf Mashaykh who say this?
Very easy
The Gulf today has same origins as Sykes Picot and colonial creation of Israel by Brit crusaders
They lived under Pax Britannica and now under Pax Americana
Thats why day and night they do nothing but attack Palestinians""","""Why is it always pro Gulf Mashaykh who say this? Very easy The Gulf today has same origins as Sykes Picot and colonial creation of Israel by Brit crusaders They lived under Pax Britannica and now under Pax Americana Thats why day and night they do nothing but attack Palestinians""",0.5301074566042178,0.2272672391969975,0.2426253041987846,Salafi jihadi_as_Irrelevant
mji13jn1x,Irrelevant,Salafi taklidi,0.5293097216059192,0.2555553155814167,python/tweetsFromSite/tweets_from_site5.csv,"""Manners of Students Toward Their Deceased Teacher.

Ibn al-Ar mentions that shortly before his (al-Nawaws) death, he accompanied al-Naww (may Allh have mercy on him) to the graves of his mashyikh. al-Naww visited them, recited some Qurn, made supplication, and wept.

  Tufat al-Tlibn & Umdat al-libn.""","""Manners of Students Toward Their Deceased Teacher. Ibn al-Ar mentions that shortly before his (al-Nawaws) death, he accompanied al-Naww (may Allh have mercy on him) to the graves of his mashyikh. al-Naww visited them, recited some Qurn, made supplication, and wept. Tufat al-Tlibn & Umdat al-libn.""",0.2151349628126641,0.2555553155814167,0.5293097216059192,Irrelevant_as_Salafi taklidi
w1gsxhut1,Salafi taklidi,Irrelevant,0.5243362973820936,0.1606556964751098,python/tweetsFromSite/tweets_from_the_site3.csv,""" -  !!

Were now in the final stretch of our renovations - ahead of our schools & clubs resuming within the next week. 

Alhamdulilh we have a double donation scheme             ! 
 
Help us get closer to our appeal target -  you give will be doubled  so dont miss out! 

Shaykh Saaleh al-Fawzaan( ) mentioned: Indeed the giving of charity from ones pure wealth and from ones halaal earnings in the cause of Allaah (  ), is from the            .

: 

 

 

 :
Account Name: Dar Ul Hadith
Sort Code: 309542
Account Number: 05570092
Bank Name: Lloyds
:",""" - !! Were now in the final stretch of our renovations - ahead of our schools & clubs resuming within the next week. Alhamdulilh we have a double donation scheme ! Help us get closer to our appeal target - you give will be doubled so dont miss out! Shaykh Saaleh al-Fawzaan( ) mentioned: Indeed the giving of charity from ones pure wealth and from ones halaal earnings in the cause of Allaah ( ), is from the . : : Account Name: Dar Ul Hadith Sort Code: 309542 Account Number: 05570092 Bank Name: Lloyds :",0.5243362973820936,0.1606556964751098,0.3150080061427965,Salafi taklidi_as_Irrelevant
l0z65iy42,Salafi taklidi,Salafi jihadi,0.5182797069409771,0.5182797069409771,python/tweetsFromSite/tweets_from_site4.csv,These man will make takfir al adhir their whole personality and ensure their life revolves around it,These man will make takfir al adhir their whole personality and ensure their life revolves around it,0.2886032205466177,0.5182797069409771,0.1931170725124051,Salafi taklidi_as_Salafi jihadi
4mmwp8qvx,Salafi taklidi,Irrelevant,0.5111869270437562,0.2622529891234073,python/tweetsFromSite/tweets_from_site5.csv,"""Assim al-Hakeem has a better Sharh than Ahmed Jibril icl""","""Assim al-Hakeem has a better Sharh than Ahmed Jibril icl""",0.5111869270437562,0.2622529891234073,0.2265600838328365,Salafi taklidi_as_Irrelevant
c7lbtjuzd,Salafi taklidi,Irrelevant,0.5108571142088708,0.2280894539258544,python/tweetsFromSite/tweets_from_the_site3.csv,There is a difference between abandoning all actions (believing action in and of itself doesnt remove imaan unless preceded by the heart or tongue) and abandoning all actions (believing that not doing any good deeds or obligations doesnt remove imaan). The first one is.,There is a difference between abandoning all actions (believing action in and of itself doesnt remove imaan unless preceded by the heart or tongue) and abandoning all actions (believing that not doing any good deeds or obligations doesnt remove imaan). The first one is.,0.5108571142088708,0.2280894539258544,0.2610534318652746,Salafi taklidi_as_Irrelevant
d6ngho5al,Salafi jihadi,Irrelevant,0.5101991507897775,0.3681290819901383,python/tweetsFromSite/tweets_from_site4.csv,"""""This is for every head of state that simps/salutes Trump thinking he would respect them in return. He knows youre kissing his ass and he will squeeze you for every last drop of utility then discard you. 

 
""
--------------

Madkhali's favourite leader MBS is kissing trump's butt, this is the respect your murtad leaders get in return.","""""This is for every head of state that simps/salutes Trump thinking he would respect them in return. He knows youre kissing his ass and he will squeeze you for every last drop of utility then discard you. "" -------------- Madkhali's favourite leader MBS is kissing trump's butt, this is the respect your murtad leaders get in return.",0.5101991507897775,0.3681290819901383,0.1216717672200841,Salafi jihadi_as_Irrelevant
s7yfhll3p,Salafi taklidi,Irrelevant,0.5044867377296655,0.1977702788900567,python/tweetsFromSite/tweets_from_the_site1.csv,"The Prophet (peace be upon him) said (to her): 

""Where is Allah?"" 

She said: ""Above the heavens.""

-Sahih Muslim 537.

Screw your ""consensus"".,","The Prophet (peace be upon him) said (to her): ""Where is Allah?"" She said: ""Above the heavens."" -Sahih Muslim 537. Screw your ""consensus"".,",0.5044867377296655,0.1977702788900567,0.2977429833802778,Salafi taklidi_as_Irrelevant
1k8xhknwl,Irrelevant,Salafi taklidi,0.4982305761536398,0.2217039049744028,python/tweetsFromSite/tests_from_site4.csv,"""""Why is there such a jump in rabid khariji creed on tiktok and now its spilling onto Twitter. Just pure hazimism lmfao

These people end up apostating, either heavy burn out or theyll be so ghulat theyll exit the religion

At least this sect doesnt exist in the real world""
""
--------------

Lol speaking of Telegram earlier, this nigga is part of some schizo Albanian telegram channel where they focus explicitly on al adhir like the bums they are

No surprise there","""""Why is there such a jump in rabid khariji creed on tiktok and now its spilling onto Twitter. Just pure hazimism lmfao These people end up apostating, either heavy burn out or theyll be so ghulat theyll exit the religion At least this sect doesnt exist in the real world"" "" -------------- Lol speaking of Telegram earlier, this nigga is part of some schizo Albanian telegram channel where they focus explicitly on al adhir like the bums they are No surprise there",0.2800655188719573,0.2217039049744028,0.4982305761536398,Irrelevant_as_Salafi taklidi
60iu6jkx3,Salafi taklidi,Salafi jihadi,0.4957948183312207,0.4957948183312207,python/tweetsFromSite/tests_from_site4.csv,"""In 1989

Sh Albani to Sh Saleh:

Takfiris love you

...

Sh Saleh l-Shaykh on kufr of Libya, Egypt, Tunisia, Syria, Kuwait govs:

Now there are two issues [of major kufr]: I have given examples of the firstnamely, the issue of takm by the sharah.","""In 1989 Sh Albani to Sh Saleh: Takfiris love you ... Sh Saleh l-Shaykh on kufr of Libya, Egypt, Tunisia, Syria, Kuwait govs: Now there are two issues [of major kufr]: I have given examples of the firstnamely, the issue of takm by the sharah.",0.2021420743160232,0.4957948183312207,0.3020631073527561,Salafi taklidi_as_Salafi jihadi
q4tkh0ctv,Irrelevant,Salafi taklidi,0.4907427326439347,0.1441232564334275,python/tweetsFromSite/tweets_from_the_site3.csv,"Aid our brothers upon the Sunnah in Reading with what you can.

Aishah    narrated that the Messenger of Allah  said: 
""Whomsoever builds a Masjid for the sake of Allah not desiring to be seen nor heard Allah will build for him a house in Jannah.""

(Saheeh) at-Targheeb wat-Tarheeb 274","Aid our brothers upon the Sunnah in Reading with what you can. Aishah narrated that the Messenger of Allah said: ""Whomsoever builds a Masjid for the sake of Allah not desiring to be seen nor heard Allah will build for him a house in Jannah."" (Saheeh) at-Targheeb wat-Tarheeb 274",0.3651340109226376,0.1441232564334275,0.4907427326439347,Irrelevant_as_Salafi taklidi
ldvlx44a4,Irrelevant,Salafi jihadi,0.4858686662026518,0.4858686662026518,python/tweetsFromSite/tweets_from_site4.csv,Moroccan minister of justice Abdul Latif Wahbi says that a (unrelated) man &amp; woman being alone in a house is not a crime. He then refers to the Hadith of Shaytaan being the third of them &amp; mocks it by saying Give me the national identity card of Shaytaan.,Moroccan minister of justice Abdul Latif Wahbi says that a (unrelated) man &amp; woman being alone in a house is not a crime. He then refers to the Hadith of Shaytaan being the third of them &amp; mocks it by saying Give me the national identity card of Shaytaan.,0.365287227930603,0.4858686662026518,0.1488441058667453,Irrelevant_as_Salafi jihadi
mrb6ioj1k,Irrelevant,Salafi taklidi,0.483173308689045,0.1596618831910301,python/tweetsFromSite/tweets_from_the_site3.csv,""" 5k, 3 days. Lets clear these  and get closer to saving the Markaz!

A Markaz upon the Sunnah stays standing because people step forward.

5. 50. 500.

The dawah is upheld by those who carry it.

Give what you can. Be written among the builders. 

Donate Tonight",""" 5k, 3 days. Lets clear these and get closer to saving the Markaz! A Markaz upon the Sunnah stays standing because people step forward. 5. 50. 500. The dawah is upheld by those who carry it. Give what you can. Be written among the builders. Donate Tonight",0.3571648081199246,0.1596618831910301,0.483173308689045,Irrelevant_as_Salafi taklidi
2trsey0tu,Salafi taklidi,Irrelevant,0.4783420922975402,0.2485008224298011,python/tweetsFromSite/tweets_from_site5.csv,"""""""Ibn Abbas was a nominalist and Ibn Hanbal would have agreed with me on this.""
Jake al-Wahhabi al-Hrib.

Also wahhabis: ""Ilm kalam is Zandaqa &amp; Bid'ah.""
 
""
--------------

How is this even considered kalm? Its simply attaching a word to a concept.

You probably think me asking for a specific coffee flavour is also kalm.","""""""Ibn Abbas was a nominalist and Ibn Hanbal would have agreed with me on this."" Jake al-Wahhabi al-Hrib. Also wahhabis: ""Ilm kalam is Zandaqa &amp; Bid'ah."" "" -------------- How is this even considered kalm? Its simply attaching a word to a concept. You probably think me asking for a specific coffee flavour is also kalm.",0.4783420922975402,0.2485008224298011,0.2731570852726584,Salafi taklidi_as_Irrelevant
a0qlea9vu,Salafi taklidi,Irrelevant,0.4724539195121469,0.2900125325413791,python/tweetsFromSite/tweets_from_site4.csv,"Ruhaylis real answer regarding boycotting certain franchises in Muslim countries isnt much different to the fake video

-  They have 0 connection to the actual company 

- Muslims work in these chains so boycotting is Dhulm &amp; not permitted

- They donate in charity to Muslims",Ruhaylis real answer regarding boycotting certain franchises in Muslim countries isnt much different to the fake video - They have 0 connection to the actual company - Muslims work in these chains so boycotting is Dhulm &amp; not permitted - They donate in charity to Muslims,0.4724539195121469,0.2900125325413791,0.2375335479464739,Salafi taklidi_as_Irrelevant
ry1vc5t70,Irrelevant,Salafi taklidi,0.4721425724222379,0.1691052063837942,python/tweetsFromSite/tests_from_site4.csv,"""""Why do people encourage people to speak about things, even if they may have no knowledge about it? If you want to make a difference, you dont make the whole world speak. You ask the people with knowledge to speak""
""
--------------

This brother made a very good point .
Most of us dont even know the entirety of juz Amma , what makes you think you can discuss the differences between Ahkaam and aqidah ?

It is known from our pious predecessors that the foundation of gaining ilm was to memorise the entire Quran before studying rullings , ilmul Hadith , jarh wa tadeel etc  . So if you cannot do that then stay silent until you have done so .

Theres a famous story between imam Abu hanifah and Imam Muhammad Bin Hassan Ash-Shaybaani. 
Ash-Shaybaani wanted to enter and sit with Abu Hanifah during his duroos . But Abu Hanfiah had stipulated a condition and that was to first go memorise the Quran and then come back once he had completed . 
Imam Muhammad was so eager that he memorised the words of Allah  entirely in just 8 days .

So, if you want to succeed as a student of knowledge, do Hifz Ul-Quran , then continue with your further studies . You cannot master one and leave the other out , they both go hand in hand . 

May Allah grant us to be great Huffz and allow the words of Allah to enter our hearts","""""Why do people encourage people to speak about things, even if they may have no knowledge about it? If you want to make a difference, you dont make the whole world speak. You ask the people with knowledge to speak"" "" -------------- This brother made a very good point . Most of us dont even know the entirety of juz Amma , what makes you think you can discuss the differences between Ahkaam and aqidah ? It is known from our pious predecessors that the foundation of gaining ilm was to memorise the entire Quran before studying rullings , ilmul Hadith , jarh wa tadeel etc . So if you cannot do that then stay silent until you have done so . Theres a famous story between imam Abu hanifah and Imam Muhammad Bin Hassan Ash-Shaybaani. Ash-Shaybaani wanted to enter and sit with Abu Hanifah during his duroos . But Abu Hanfiah had stipulated a condition and that was to first go memorise the Quran and then come back once he had completed . Imam Muhammad was so eager that he memorised the words of Allah entirely in just 8 days . So, if you want to succeed as a student of knowledge, do Hifz Ul-Quran , then continue with your further studies . You cannot master one and leave the other out , they both go hand in hand . May Allah grant us to be great Huffz and allow the words of Allah to enter our hearts",0.3587522211939677,0.1691052063837942,0.4721425724222379,Irrelevant_as_Salafi taklidi
fsbsn2zkw,Irrelevant,Salafi taklidi,0.4713917147833891,0.1162399764603411,python/tweetsFromSite/tweets_from_the_site3.csv,""" VIDEO TOUR

 Masjid Ibn Taymiyyah Islamabad  Real progress, may Allah bless it. 

 Please share with friends and relatives! 

Donate this Ramadan:
 Apple Pay / Google Pay / PayPal / Debit Card / Bank Transfer. 

 WORLDWIDE Donations:
 
Link: 

 INSIDE PAKISTAN:",""" VIDEO TOUR Masjid Ibn Taymiyyah Islamabad Real progress, may Allah bless it. Please share with friends and relatives! Donate this Ramadan: Apple Pay / Google Pay / PayPal / Debit Card / Bank Transfer. WORLDWIDE Donations: Link: INSIDE PAKISTAN:",0.4123683087562698,0.1162399764603411,0.4713917147833891,Irrelevant_as_Salafi taklidi
zqzyqimqi,Irrelevant,Salafi taklidi,0.4684269843903844,0.1013620172093736,python/tweetsFromSite/tweets_from_the_site1.csv,"Following Ancestors Into Shirk |ClickDEEN360  via @YouTube,","Following Ancestors Into Shirk |ClickDEEN360 via @USER,",0.4302109984002419,0.1013620172093736,0.4684269843903844,Irrelevant_as_Salafi taklidi
